max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
0.07,-0.112,-0.042,0.182,0.112,-0.102,0.01,0.214,0.084,-0.057,0.027,0.141,0.082,-0.135,-0.053,0.217,-0.001,-0.004,-0.005,0.003,0.002,-0.003,-0.001,0.005
0.134,-0.018,0.116,0.152,0.162,-0.088,0.074,0.25,0.138,-0.09,0.048,0.228,0.132,-0.088,0.044,0.22,0.15,-0.018,0.132,0.168,0.105,-0.059,0.046,0.164
0.122,-0.102,0.02,0.224,0.176,-0.066,0.11,0.242,0.173,-0.051,0.122,0.224,0.128,-0.08,0.048,0.208,0.003,-0.003,0.0,0.006,0.002,-0.003,-0.001,0.005
0.091,-0.09,0.001,0.181,0.06,-0.092,-0.032,0.152,0.086,-0.096,-0.01,0.182,0.08,-0.127,-0.047,0.207,0.098,-0.088,0.01,0.186,0.074,-0.112,-0.038,0.186
0.134,-0.1,0.034,0.234,0.082,-0.056,0.026,0.138,0.001,-0.004,-0.003,0.005,0.003,-0.003,0.0,0.006,0.123,-0.046,0.077,0.169,0.086,-0.088,-0.002,0.174
0.061,-0.067,-0.006,0.128,0.044,-0.118,-0.074,0.162,0.026,-0.114,-0.088,0.14,0.11,-0.092,0.018,0.202,0.001,-0.003,-0.002,0.004,0.001,-0.004,-0.003,0.005
0.098,-0.088,0.01,0.186,0.08,-0.09,-0.01,0.17,0.114,-0.116,-0.002,0.23,0.066,-0.076,-0.01,0.142,0.002,-0.003,-0.001,0.005,0.001,-0.004,-0.003,0.005
0.093,-0.052,0.041,0.145,0.104,-0.038,0.066,0.142,0.162,-0.064,0.098,0.226,0.105,-0.111,-0.006,0.216,-0.001,-0.005,-0.006,0.004,0.002,-0.003,-0.001,0.005
0.068,-0.076,-0.008,0.144,0.132,-0.086,0.046,0.218,0.064,-0.081,-0.017,0.145,0.09,-0.092,-0.002,0.182,0.002,-0.004,-0.002,0.006,0.001,-0.003,-0.002,0.004
0.064,-0.08,-0.016,0.144,0.126,-0.097,0.029,0.223,0.1,-0.104,-0.004,0.204,0.087,-0.088,-0.001,0.175,0.001,-0.004,-0.003,0.005,0.002,-0.002,0.0,0.004
0.114,-0.092,0.022,0.206,0.07,-0.098,-0.028,0.168,0.103,-0.06,0.043,0.163,0.072,-0.102,-0.03,0.174,0.001,-0.004,-0.003,0.005,0.002,-0.004,-0.002,0.006
0.126,-0.15,-0.024,0.276,0.093,-0.164,-0.071,0.257,0.104,-0.17,-0.066,0.274,0.1,-0.14,-0.04,0.24,0.004,-0.001,0.003,0.005,0.004,-0.002,0.002,0.006
0.074,-0.182,-0.108,0.256,0.104,-0.115,-0.011,0.219,0.004,-0.003,0.001,0.007,0.002,-0.002,0.0,0.004,0.122,-0.176,-0.054,0.298,0.092,-0.102,-0.01,0.194
0.086,-0.131,-0.045,0.217,0.094,-0.101,-0.007,0.195,0.0,-0.005,-0.005,0.005,0.003,-0.003,0.0,0.006,0.102,-0.116,-0.014,0.218,0.118,-0.108,0.01,0.226
0.092,-0.067,0.025,0.159,0.087,-0.102,-0.015,0.189,0.053,-0.108,-0.055,0.161,0.07,-0.118,-0.048,0.188,0.003,-0.003,0.0,0.006,0.002,-0.004,-0.002,0.006
0.05,-0.106,-0.056,0.156,0.068,-0.122,-0.054,0.19,0.053,-0.118,-0.065,0.171,0.051,-0.118,-0.067,0.169,0.003,-0.003,0.0,0.006,0.003,-0.002,0.001,0.005
0.001,-0.004,-0.003,0.005,0.003,-0.003,0.0,0.006,0.118,-0.097,0.021,0.215,0.096,-0.086,0.01,0.182,0.123,-0.124,-0.001,0.247,0.143,-0.081,0.062,0.224
0.11,-0.106,0.004,0.216,0.12,-0.122,-0.002,0.242,0.128,-0.059,0.069,0.187,0.087,-0.074,0.013,0.161,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005
0.102,-0.074,0.028,0.176,0.1,-0.124,-0.024,0.224,0.121,-0.036,0.085,0.157,0.119,-0.069,0.05,0.188,0.001,-0.004,-0.003,0.005,0.001,-0.004,-0.003,0.005
0.058,-0.067,-0.009,0.125,0.077,-0.078,-0.001,0.155,0.089,-0.058,0.031,0.147,0.128,-0.072,0.056,0.2,0.001,-0.004,-0.003,0.005,0.003,-0.003,0.0,0.006
0.002,-0.003,-0.001,0.005,0.003,-0.002,0.001,0.005,0.064,-0.102,-0.038,0.166,0.07,-0.07,0.0,0.14,0.075,-0.108,-0.033,0.183,0.075,-0.086,-0.011,0.161
0.11,-0.085,0.025,0.195,0.058,-0.108,-0.05,0.166,0.098,-0.079,0.019,0.177,0.086,-0.124,-0.038,0.21,0.001,-0.004,-0.003,0.005,0.003,-0.002,0.001,0.005
0.05,-0.118,-0.068,0.168,0.078,-0.11,-0.032,0.188,0.062,-0.08,-0.018,0.142,0.071,-0.15,-0.079,0.221,0.066,-0.146,-0.08,0.212,0.059,-0.074,-0.015,0.133
0.002,-0.004,-0.002,0.006,0.002,-0.002,0.0,0.004,0.048,-0.104,-0.056,0.152,0.114,-0.118,-0.004,0.232,0.073,-0.102,-0.029,0.175,0.126,-0.129,-0.003,0.255
0.062,-0.088,-0.026,0.15,0.121,-0.1,0.021,0.221,0.151,-0.124,0.027,0.275,0.092,-0.124,-0.032,0.216,0.0,-0.004,-0.004,0.004,0.001,-0.003,-0.002,0.004
0.091,-0.046,0.045,0.137,0.104,-0.108,-0.004,0.212,0.004,-0.003,0.001,0.007,0.001,-0.004,-0.003,0.005,0.1,-0.09,0.01,0.19,0.084,-0.074,0.01,0.158
0.071,-0.094,-0.023,0.165,0.077,-0.086,-0.009,0.163,0.142,-0.076,0.066,0.218,0.1,-0.08,0.02,0.18,0.001,-0.004,-0.003,0.005,0.003,-0.002,0.001,0.005
0.08,-0.106,-0.026,0.186,0.078,-0.088,-0.01,0.166,0.07,-0.12,-0.05,0.19,0.084,-0.101,-0.017,0.185,-0.001,-0.004,-0.005,0.003,0.001,-0.002,-0.001,0.003
0.09,-0.102,-0.012,0.192,0.128,-0.097,0.031,0.225,0.035,-0.09,-0.055,0.125,0.151,-0.074,0.077,0.225,0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006
0.092,-0.03,0.062,0.122,0.07,-0.072,-0.002,0.142,0.071,-0.124,-0.053,0.195,0.062,-0.067,-0.005,0.129,0.126,-0.044,0.082,0.17,0.086,-0.076,0.01,0.162
0.074,-0.099,-0.025,0.173,0.084,-0.158,-0.074,0.242,0.04,-0.15,-0.11,0.19,0.066,-0.12,-0.054,0.186,-0.002,-0.006,-0.008,0.004,0.003,-0.002,0.001,0.005
0.1,-0.108,-0.008,0.208,0.116,-0.09,0.026,0.206,0.136,-0.095,0.041,0.231,0.072,-0.044,0.028,0.116,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005
0.044,-0.124,-0.08,0.168,0.042,-0.086,-0.044,0.128,0.08,-0.09,-0.01,0.17,0.086,-0.14,-0.054,0.226,0.056,-0.102,-0.046,0.158,0.107,-0.084,0.023,0.191
0.064,-0.049,0.015,0.113,0.074,-0.062,0.012,0.136,0.102,-0.038,0.064,0.14,0.066,-0.054,0.012,0.12,0.003,-0.004,-0.001,0.007,0.001,-0.003,-0.002,0.004
0.088,-0.051,0.037,0.139,0.126,-0.043,0.083,0.169,0.15,-0.044,0.106,0.194,0.114,-0.057,0.057,0.171,-0.002,-0.005,-0.007,0.003,0.001,-0.003,-0.002,0.004
0.048,-0.086,-0.038,0.134,0.088,-0.098,-0.01,0.186,0.075,-0.072,0.003,0.147,0.058,-0.08,-0.022,0.138,0.001,-0.004,-0.003,0.005,0.002,-0.004,-0.002,0.006
0.002,-0.003,-0.001,0.005,0.001,-0.004,-0.003,0.005,0.178,-0.084,0.094,0.262,0.118,-0.07,0.048,0.188,0.068,-0.07,-0.002,0.138,0.123,-0.081,0.042,0.204
0.096,-0.081,0.015,0.177,0.08,-0.118,-0.038,0.198,0.103,-0.114,-0.011,0.217,0.068,-0.076,-0.008,0.144,0.002,-0.002,0.0,0.004,0.001,-0.004,-0.003,0.005
0.11,-0.074,0.036,0.184,0.096,-0.135,-0.039,0.231,0.126,-0.052,0.074,0.178,0.082,-0.065,0.017,0.147,0.004,0.001,0.005,0.003,0.001,-0.004,-0.003,0.005
0.116,-0.086,0.03,0.202,0.134,-0.08,0.054,0.214,0.116,-0.067,0.049,0.183,0.08,-0.074,0.006,0.154,0.001,-0.003,-0.002,0.004,0.003,-0.003,0.0,0.006
0.11,-0.083,0.027,0.193,0.086,-0.083,0.003,0.169,0.1,-0.076,0.024,0.176,0.086,-0.104,-0.018,0.19,0.001,-0.004,-0.003,0.005,0.001,-0.004,-0.003,0.005
0.084,-0.081,0.003,0.165,0.106,-0.108,-0.002,0.214,0.061,-0.12,-0.059,0.181,0.093,-0.07,0.023,0.163,0.003,-0.002,0.001,0.005,0.002,-0.003,-0.001,0.005
0.003,-0.003,0.0,0.006,0.001,-0.004,-0.003,0.005,0.14,-0.079,0.061,0.219,0.082,-0.116,-0.034,0.198,0.073,-0.079,-0.006,0.152,0.117,-0.088,0.029,0.205
0.098,-0.113,-0.015,0.211,0.114,-0.08,0.034,0.194,0.096,-0.052,0.044,0.148,0.084,-0.104,-0.02,0.188,0.003,-0.002,0.001,0.005,0.003,-0.003,0.0,0.006
0.058,-0.11,-0.052,0.168,0.105,-0.118,-0.013,0.223,0.002,-0.003,-0.001,0.005,0.003,-0.003,0.0,0.006,0.082,-0.115,-0.033,0.197,0.092,-0.092,0.0,0.184
0.114,-0.088,0.026,0.202,0.13,-0.113,0.017,0.243,0.122,-0.085,0.037,0.207,0.075,-0.104,-0.029,0.179,0.003,-0.002,0.001,0.005,0.003,-0.003,0.0,0.006
0.094,-0.067,0.027,0.161,0.09,-0.092,-0.002,0.182,0.136,-0.085,0.051,0.221,0.08,-0.09,-0.01,0.17,-0.001,-0.004,-0.005,0.003,0.003,-0.002,0.001,0.005
0.106,-0.044,0.062,0.15,0.126,-0.048,0.078,0.174,0.142,-0.038,0.104,0.18,0.088,-0.1,-0.012,0.188,0.003,-0.004,-0.001,0.007,0.001,-0.004,-0.003,0.005
0.084,-0.074,0.01,0.158,0.138,-0.163,-0.025,0.301,0.128,-0.111,0.017,0.239,0.078,-0.106,-0.028,0.184,0.002,-0.003,-0.001,0.005,0.0,-0.005,-0.005,0.005
0.119,-0.05,0.069,0.169,0.112,-0.052,0.06,0.164,0.082,-0.062,0.02,0.144,0.108,-0.118,-0.01,0.226,0.114,-0.038,0.076,0.152,0.11,-0.051,0.059,0.161
0.119,-0.072,0.047,0.191,0.142,-0.072,0.07,0.214,0.114,-0.084,0.03,0.198,0.11,-0.065,0.045,0.175,0.12,-0.05,0.07,0.17,0.107,-0.048,0.059,0.155
0.084,-0.094,-0.01,0.178,0.091,-0.135,-0.044,0.226,0.066,-0.116,-0.05,0.182,0.058,-0.101,-0.043,0.159,0.002,-0.004,-0.002,0.006,0.001,-0.004,-0.003,0.005
0.126,-0.018,0.108,0.144,0.124,-0.068,0.056,0.192,0.112,-0.072,0.04,0.184,0.112,-0.086,0.026,0.198,0.188,-0.068,0.12,0.256,0.108,-0.057,0.051,0.165
0.119,-0.108,0.011,0.227,0.084,-0.09,-0.006,0.174,0.034,-0.112,-0.078,0.146,0.074,-0.101,-0.027,0.175,0.0,-0.004,-0.004,0.004,0.002,-0.004,-0.002,0.006
0.052,-0.101,-0.049,0.153,0.172,-0.072,0.1,0.244,0.098,-0.074,0.024,0.172,0.134,-0.128,0.006,0.262,0.0,-0.007,-0.007,0.007,0.003,-0.002,0.001,0.005
0.164,-0.111,0.053,0.275,0.138,-0.096,0.042,0.234,0.112,-0.057,0.055,0.169,0.11,-0.086,0.024,0.196,0.003,-0.002,0.001,0.005,0.002,-0.003,-0.001,0.005
0.078,-0.095,-0.017,0.173,0.105,-0.092,0.013,0.197,0.116,-0.18,-0.064,0.296,0.114,-0.111,0.003,0.225,0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005
0.098,-0.142,-0.044,0.24,0.106,-0.139,-0.033,0.245,0.082,-0.097,-0.015,0.179,0.132,-0.137,-0.005,0.269,0.003,-0.002,0.001,0.005,0.003,-0.002,0.001,0.005
0.084,-0.094,-0.01,0.178,0.144,-0.101,0.043,0.245,0.098,-0.049,0.049,0.147,0.059,-0.094,-0.035,0.153,0.001,-0.004,-0.003,0.005,0.002,-0.002,0.0,0.004
0.093,-0.07,0.023,0.163,0.071,-0.068,0.003,0.139,0.098,-0.066,0.032,0.164,0.07,-0.079,-0.009,0.149,0.001,-0.004,-0.003,0.005,0.003,-0.003,0.0,0.006
0.048,-0.079,-0.031,0.127,0.07,-0.081,-0.011,0.151,0.089,-0.094,-0.005,0.183,0.118,-0.115,0.003,0.233,0.061,-0.106,-0.045,0.167,0.084,-0.09,-0.006,0.174
0.162,-0.022,0.14,0.184,0.14,-0.059,0.081,0.199,0.002,-0.003,-0.001,0.005,0.003,-0.002,0.001,0.005,0.136,-0.011,0.125,0.147,0.134,-0.072,0.062,0.206
0.202,-0.206,-0.004,0.408,0.194,-0.231,-0.037,0.425,0.001,-0.004,-0.003,0.005,0.001,-0.003,-0.002,0.004,0.264,-0.317,-0.053,0.581,0.252,-0.108,0.144,0.36
0.232,-0.111,0.121,0.343,0.182,-0.176,0.006,0.358,0.002,-0.005,-0.003,0.007,0.002,-0.003,-0.001,0.005,0.218,-0.078,0.14,0.296,0.136,-0.127,0.009,0.263
0.086,-0.113,-0.027,0.199,0.059,-0.122,-0.063,0.181,0.05,-0.164,-0.114,0.214,0.062,-0.164,-0.102,0.226,-0.001,-0.004,-0.005,0.003,0.003,-0.003,0.0,0.006
0.086,-0.097,-0.011,0.183,0.112,-0.092,0.02,0.204,0.151,-0.099,0.052,0.25,0.17,-0.082,0.088,0.252,0.003,-0.003,0.0,0.006,0.003,-0.002,0.001,0.005
0.151,-0.064,0.087,0.215,0.112,-0.142,-0.03,0.254,0.003,-0.003,0.0,0.006,0.002,-0.003,-0.001,0.005,0.08,-0.054,0.026,0.134,0.096,-0.074,0.022,0.17
0.1,-0.12,-0.02,0.22,0.052,-0.111,-0.059,0.163,0.086,-0.139,-0.053,0.225,0.089,-0.135,-0.046,0.224,0.064,-0.112,-0.048,0.176,0.096,-0.099,-0.003,0.195
0.102,-0.102,0.0,0.204,0.098,-0.132,-0.034,0.23,0.068,-0.118,-0.05,0.186,0.078,-0.09,-0.012,0.168,-0.002,-0.004,-0.006,0.002,0.004,-0.002,0.002,0.006
0.1,-0.083,0.017,0.183,0.064,-0.133,-0.069,0.197,-0.002,-0.004,-0.006,0.002,0.002,-0.003,-0.001,0.005,0.107,-0.092,0.015,0.199,0.092,-0.086,0.006,0.178
0.054,-0.1,-0.046,0.154,0.087,-0.09,-0.003,0.177,0.028,-0.124,-0.096,0.152,0.082,-0.102,-0.02,0.184,-0.001,-0.004,-0.005,0.003,0.003,-0.002,0.001,0.005
0.12,-0.072,0.048,0.192,0.089,-0.129,-0.04,0.218,0.098,-0.079,0.019,0.177,0.123,-0.124,-0.001,0.247,0.144,-0.065,0.079,0.209,0.114,-0.106,0.008,0.22
0.089,-0.132,-0.043,0.221,0.084,-0.12,-0.036,0.204,0.052,-0.108,-0.056,0.16,0.053,-0.108,-0.055,0.161,0.002,-0.004,-0.002,0.006,0.002,-0.004,-0.002,0.006
0.106,-0.111,-0.005,0.217,0.072,-0.106,-0.034,0.178,0.074,-0.114,-0.04,0.188,0.176,-0.1,0.076,0.276,0.116,-0.086,0.03,0.202,0.075,-0.115,-0.04,0.19
0.162,-0.161,0.001,0.323,0.12,-0.12,0.0,0.24,0.1,-0.191,-0.091,0.291,0.196,-0.197,-0.001,0.393,0.002,-0.004,-0.002,0.006,0.001,-0.004,-0.003,0.005
0.158,-0.222,-0.064,0.38,0.151,-0.118,0.033,0.269,0.184,-0.086,0.098,0.27,0.194,-0.246,-0.052,0.44,-0.002,-0.004,-0.006,0.002,0.002,-0.003,-0.001,0.005
0.078,-0.124,-0.046,0.202,0.126,-0.12,0.006,0.246,0.1,-0.165,-0.065,0.265,0.124,-0.192,-0.068,0.316,0.003,-0.002,0.001,0.005,0.001,-0.004,-0.003,0.005
0.048,-0.114,-0.066,0.162,0.089,-0.098,-0.009,0.187,0.112,-0.162,-0.05,0.274,0.09,-0.124,-0.034,0.214,0.141,-0.154,-0.013,0.295,0.108,-0.092,0.016,0.2
0.1,-0.144,-0.044,0.244,0.084,-0.076,0.008,0.16,0.003,-0.004,-0.001,0.007,0.003,-0.002,0.001,0.005,0.1,-0.124,-0.024,0.224,0.107,-0.106,0.001,0.213
0.142,-0.057,0.085,0.199,0.107,-0.101,0.006,0.208,0.122,-0.1,0.022,0.222,0.164,-0.118,0.046,0.282,0.003,-0.003,0.0,0.006,0.001,-0.003,-0.002,0.004
0.119,-0.122,-0.003,0.241,0.164,-0.148,0.016,0.312,0.166,-0.156,0.01,0.322,0.117,-0.115,0.002,0.232,0.002,-0.005,-0.003,0.007,0.001,-0.004,-0.003,0.005
0.088,-0.104,-0.016,0.192,0.056,-0.124,-0.068,0.18,0.059,-0.122,-0.063,0.181,0.075,-0.088,-0.013,0.163,0.002,-0.005,-0.003,0.007,0.002,-0.002,0.0,0.004
0.116,-0.062,0.054,0.178,0.124,-0.069,0.055,0.193,0.122,-0.072,0.05,0.194,0.076,-0.086,-0.01,0.162,0.002,-0.003,-0.001,0.005,0.001,-0.004,-0.003,0.005
0.002,-0.003,-0.001,0.005,0.001,-0.004,-0.003,0.005,0.048,-0.12,-0.072,0.168,0.08,-0.072,0.008,0.152,0.098,-0.094,0.004,0.192,0.107,-0.157,-0.05,0.264
0.01,-0.126,-0.116,0.136,0.154,-0.124,0.03,0.278,0.002,-0.004,-0.002,0.006,0.002,-0.004,-0.002,0.006,0.064,-0.136,-0.072,0.2,0.116,-0.088,0.028,0.204
0.066,-0.106,-0.04,0.172,0.117,-0.072,0.045,0.189,0.068,-0.122,-0.054,0.19,0.114,-0.098,0.016,0.212,0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006
0.138,-0.076,0.062,0.214,0.098,-0.131,-0.033,0.229,0.104,-0.126,-0.022,0.23,0.072,-0.074,-0.002,0.146,-0.001,-0.004,-0.005,0.003,0.003,-0.002,0.001,0.005
0.1,-0.127,-0.027,0.227,0.066,-0.12,-0.054,0.186,0.089,-0.112,-0.023,0.201,0.062,-0.074,-0.012,0.136,0.001,-0.004,-0.003,0.005,0.003,-0.002,0.001,0.005
0.108,-0.148,-0.04,0.256,0.089,-0.092,-0.003,0.181,0.098,-0.095,0.003,0.193,0.126,-0.132,-0.006,0.258,0.004,-0.002,0.002,0.006,0.003,-0.004,-0.001,0.007
0.184,-0.135,0.049,0.319,0.209,-0.13,0.079,0.339,0.092,-0.117,-0.025,0.209,0.086,-0.09,-0.004,0.176,0.002,-0.003,-0.001,0.005,0.002,-0.003,-0.001,0.005
0.082,-0.131,-0.049,0.213,0.11,-0.174,-0.064,0.284,0.112,-0.102,0.01,0.214,0.094,-0.092,0.002,0.186,0.002,-0.003,-0.001,0.005,0.003,-0.002,0.001,0.005
0.082,-0.086,-0.004,0.168,0.066,-0.1,-0.034,0.166,0.018,-0.106,-0.088,0.124,0.058,-0.092,-0.034,0.15,0.003,-0.003,0.0,0.006,0.003,-0.003,0.0,0.006
0.06,-0.092,-0.032,0.152,0.1,-0.127,-0.027,0.227,0.145,-0.079,0.066,0.224,0.11,-0.131,-0.021,0.241,0.005,-0.001,0.004,0.006,0.002,-0.003,-0.001,0.005
0.018,-0.124,-0.106,0.142,0.087,-0.094,-0.007,0.181,0.003,-0.003,0.0,0.006,0.003,-0.003,0.0,0.006,0.066,-0.164,-0.098,0.23,0.059,-0.122,-0.063,0.181
0.094,-0.082,0.012,0.176,0.094,-0.081,0.013,0.175,0.158,-0.062,0.096,0.22,0.11,-0.135,-0.025,0.245,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005
0.073,-0.131,-0.058,0.204,0.054,-0.131,-0.077,0.185,0.056,-0.142,-0.086,0.198,0.072,-0.129,-0.057,0.201,0.002,-0.004,-0.002,0.006,0.001,-0.003,-0.002,0.004
0.0,-0.005,-0.005,0.005,0.001,-0.004,-0.003,0.005,0.126,-0.054,0.072,0.18,0.141,-0.096,0.045,0.237,0.086,-0.086,0.0,0.172,0.123,-0.065,0.058,0.188
0.102,-0.088,0.014,0.19,0.134,-0.142,-0.008,0.276,0.08,-0.163,-0.083,0.243,0.151,-0.117,0.034,0.268,0.002,-0.004,-0.002,0.006,0.002,-0.004,-0.002,0.006
-0.001,-0.004,-0.005,0.003,0.002,-0.004,-0.002,0.006,0.138,-0.044,0.094,0.182,0.068,-0.059,0.009,0.127,0.098,-0.07,0.028,0.168,0.116,-0.098,0.018,0.214
0.128,-0.09,0.038,0.218,0.14,-0.079,0.061,0.219,0.121,-0.082,0.039,0.203,0.104,-0.06,0.044,0.164,0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006
0.096,-0.072,0.024,0.168,0.092,-0.08,0.012,0.172,0.112,-0.059,0.053,0.171,0.086,-0.088,-0.002,0.174,0.003,-0.003,0.0,0.006,0.003,-0.002,0.001,0.005
0.121,-0.082,0.039,0.203,0.102,-0.09,0.012,0.192,0.094,-0.076,0.018,0.17,0.084,-0.106,-0.022,0.19,0.071,-0.118,-0.047,0.189,0.062,-0.136,-0.074,0.198
0.092,-0.15,-0.058,0.242,0.077,-0.096,-0.019,0.173,0.092,-0.09,0.002,0.182,0.066,-0.104,-0.038,0.17,0.004,-0.003,0.001,0.007,0.002,-0.003,-0.001,0.005
0.155,-0.136,0.019,0.291,0.1,-0.184,-0.084,0.284,0.077,-0.156,-0.079,0.233,0.179,-0.127,0.052,0.306,0.003,-0.002,0.001,0.005,0.002,-0.004,-0.002,0.006
0.119,-0.122,-0.003,0.241,0.056,-0.104,-0.048,0.16,0.077,-0.085,-0.008,0.162,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005,0.05,-0.144,-0.094,0.194
0.098,-0.096,0.002,0.194,0.098,-0.154,-0.056,0.252,0.052,-0.172,-0.12,0.224,0.102,-0.078,0.024,0.18,0.003,-0.003,0.0,0.006,0.003,-0.004,-0.001,0.007
0.11,-0.081,0.029,0.191,0.082,-0.115,-0.033,0.197,0.124,-0.058,0.066,0.182,0.087,-0.062,0.025,0.149,0.003,-0.002,0.001,0.005,0.002,-0.002,0.0,0.004
0.117,-0.141,-0.024,0.258,0.073,-0.135,-0.062,0.208,0.004,0.0,0.004,0.004,0.002,-0.003,-0.001,0.005,0.071,-0.141,-0.07,0.212,0.036,-0.092,-0.056,0.128
0.084,-0.069,0.015,0.153,0.118,-0.054,0.064,0.172,0.142,-0.072,0.07,0.214,0.134,-0.08,0.054,0.214,0.003,-0.003,0.0,0.006,0.001,-0.004,-0.003,0.005
-0.001,-0.004,-0.005,0.003,0.001,-0.003,-0.002,0.004,0.089,-0.072,0.017,0.161,0.084,-0.097,-0.013,0.181,0.106,-0.139,-0.033,0.245,0.112,-0.118,-0.006,0.23
0.001,-0.004,-0.003,0.005,0.003,-0.002,0.001,0.005,0.052,-0.144,-0.092,0.196,0.086,-0.117,-0.031,0.203,0.074,-0.09,-0.016,0.164,0.091,-0.133,-0.042,0.224
0.089,-0.06,0.029,0.149,0.084,-0.062,0.022,0.146,0.082,-0.088,-0.006,0.17,0.082,-0.056,0.026,0.138,0.104,-0.07,0.034,0.174,0.138,-0.122,0.016,0.26
0.132,-0.094,0.038,0.226,0.087,-0.114,-0.027,0.201,0.053,-0.133,-0.08,0.186,0.071,-0.118,-0.047,0.189,0.001,-0.005,-0.004,0.006,0.002,-0.003,-0.001,0.005
0.114,-0.088,0.026,0.202,0.112,-0.137,-0.025,0.249,0.096,-0.072,0.024,0.168,0.076,-0.131,-0.055,0.207,0.001,-0.003,-0.002,0.004,0.002,-0.003,-0.001,0.005
0.091,-0.078,0.013,0.169,0.124,-0.085,0.039,0.209,0.147,-0.074,0.073,0.221,0.084,-0.104,-0.02,0.188,0.002,-0.003,-0.001,0.005,0.002,-0.003,-0.001,0.005
0.058,-0.15,-0.092,0.208,0.107,-0.079,0.028,0.186,0.086,-0.096,-0.01,0.182,0.073,-0.062,0.011,0.135,0.082,-0.142,-0.06,0.224,0.059,-0.126,-0.067,0.185
0.098,-0.066,0.032,0.164,0.073,-0.09,-0.017,0.163,0.001,-0.004,-0.003,0.005,0.002,-0.002,0.0,0.004,0.098,-0.108,-0.01,0.206,0.13,-0.117,0.013,0.247
0.07,-0.074,-0.004,0.144,0.076,-0.116,-0.04,0.192,0.054,-0.142,-0.088,0.196,0.068,-0.072,-0.004,0.14,0.002,-0.003,-0.001,0.005,-0.001,-0.004,-0.005,0.003
0.128,-0.135,-0.007,0.263,0.116,-0.092,0.024,0.208,0.114,-0.122,-0.008,0.236,0.144,-0.069,0.075,0.213,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005
0.106,-0.135,-0.029,0.241,0.119,-0.07,0.049,0.189,0.072,-0.129,-0.057,0.201,0.098,-0.07,0.028,0.168,0.0,-0.004,-0.004,0.004,0.004,-0.003,0.001,0.007
0.117,-0.092,0.025,0.209,0.068,-0.099,-0.031,0.167,-0.002,-0.005,-0.007,0.003,0.003,-0.002,0.001,0.005,0.086,-0.08,0.006,0.166,0.107,-0.085,0.022,0.192
0.119,-0.124,-0.005,0.243,0.082,-0.102,-0.02,0.184,0.106,-0.104,0.002,0.21,0.054,-0.099,-0.045,0.153,0.001,-0.004,-0.003,0.005,0.003,-0.002,0.001,0.005
0.096,-0.066,0.03,0.162,0.08,-0.086,-0.006,0.166,0.098,-0.122,-0.024,0.22,0.106,-0.141,-0.035,0.247,0.003,-0.002,0.001,0.005,0.001,-0.004,-0.003,0.005
0.128,-0.182,-0.054,0.31,0.166,-0.108,0.058,0.274,0.114,-0.07,0.044,0.184,0.155,-0.095,0.06,0.25,-0.001,-0.004,-0.005,0.003,0.004,-0.001,0.003,0.005
0.128,-0.122,0.006,0.25,0.107,-0.079,0.028,0.186,0.124,-0.076,0.048,0.2,0.1,-0.17,-0.07,0.27,0.002,-0.004,-0.002,0.006,0.001,-0.003,-0.002,0.004
0.112,-0.029,0.083,0.141,0.098,-0.115,-0.017,0.213,0.136,-0.092,0.044,0.228,0.149,-0.078,0.071,0.227,0.128,-0.034,0.094,0.162,0.096,-0.082,0.014,0.178
0.073,-0.102,-0.029,0.175,0.078,-0.127,-0.049,0.205,0.062,-0.12,-0.058,0.182,0.046,-0.096,-0.05,0.142,0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006
0.062,-0.13,-0.068,0.192,0.046,-0.102,-0.056,0.148,0.003,-0.003,0.0,0.006,0.002,-0.004,-0.002,0.006,0.092,-0.112,-0.02,0.204,0.094,-0.095,-0.001,0.189
0.103,-0.09,0.013,0.193,0.1,-0.06,0.04,0.16,0.086,-0.059,0.027,0.145,0.087,-0.1,-0.013,0.187,0.002,-0.003,-0.001,0.005,0.002,-0.004,-0.002,0.006
0.034,-0.111,-0.077,0.145,0.078,-0.092,-0.014,0.17,0.082,-0.085,-0.003,0.167,0.12,-0.132,-0.012,0.252,0.073,-0.124,-0.051,0.197,0.11,-0.076,0.034,0.186
0.158,-0.052,0.106,0.21,0.1,-0.081,0.019,0.181,0.002,-0.003,-0.001,0.005,0.002,-0.003,-0.001,0.005,0.143,-0.097,0.046,0.24,0.116,-0.104,0.012,0.22
