,max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
count,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,0.9855640000000001,-0.9730679999999999,0.012496000000000005,1.9586320000000002,1.118868,-1.1159830000000002,0.002885,2.234851,1.025356,-1.0420250000000002,-0.016669000000000003,2.0673809999999997,1.015354,-1.004028,0.011326000000000008,2.019382,0.429614,-0.429719,-0.00010499999999999998,0.859333,0.4119549999999999,-0.41594699999999996,-0.003992,0.827902
std,0.7379565080082374,0.6092326384754708,0.8403369873070186,1.0608120374292305,0.5687122631122122,0.4274512314478299,0.49085642891665254,0.8782689526290635,0.5777756848518342,0.7263065438026636,0.5832718160947351,1.1757915902500335,0.9334655658601696,0.7964552995995823,1.0180719681124002,1.4053211311147207,0.5390598264576025,0.5363062599331127,0.0836368644803241,1.0721122500875493,0.524782648153312,0.5272871607966014,0.059199463785684005,1.0504059115289552
min,-0.001,-16.384,-15.078,0.003,0.0,-8.192,-6.819,0.003,-0.003,-12.289,-10.955,0.002,-0.001,-16.384,-15.823,0.003,-0.004,-1.466,-0.93,0.002,-0.003,-1.696,-1.11,0.002
25%,0.9167500000000001,-1.012,-0.039,1.851,1.167,-1.3,-0.049,2.373,0.926,-1.353,-0.04325,1.85175,0.8534999999999999,-1.254,-0.036,1.69025,0.002,-0.924,-0.005,0.005,0.002,-0.8494999999999999,-0.003,0.005
50%,0.958,-0.959,-0.001,1.9165,1.248,-1.256,-0.002,2.52,1.288,-1.286,-0.001,2.6185,1.2069999999999999,-1.208,-0.001,2.424,0.003,-0.004,-0.002,0.006,0.003,-0.004,-0.001,0.006
75%,1.01,-0.916,0.04325,2.0,1.294,-1.176,0.036,2.58325,1.35,-0.924,0.037,2.689,1.25,-0.86675,0.03,2.492,0.92525,-0.004,0.001,1.838,0.844,-0.003,0.001,1.684
max,16.384,-0.001,15.441,17.69,14.88,-0.001,13.65,16.11,8.192,0.0,7.208,13.623,16.384,-0.001,15.13,17.717,2.046,0.001,1.565,2.896,1.366,-0.001,0.253,2.705
