,max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
count,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,0.670377,-0.677212,-0.006834999999999999,1.3475890000000001,0.660126,-0.6522940000000002,0.007832,1.3124200000000001,0.544305,-0.5447169999999999,-0.0004119999999999996,1.089022,0.5908880000000001,-0.5947530000000001,-0.003865000000000001,1.185641,0.339965,-0.342618,-0.002653,0.682583,0.34823999999999994,-0.349752,-0.0015120000000000005,0.697992
std,0.3497308343962933,0.3843914929806276,0.39696319924718027,0.6185120623320537,0.40890405555661913,0.2729362301889395,0.35946270907455086,0.5951302257368429,0.28571615932372235,0.28574794277089344,0.09015524512874569,0.5643077642286776,0.3102109383665932,0.3549718566450163,0.18853363016900912,0.6394738156327278,0.3910749536781848,0.3900712956520791,0.10087550971102678,0.7746060945491667,0.389158017214553,0.39264415177858686,0.07226619028465703,0.7784628329716958
min,-0.002,-9.472,-8.86,0.002,-0.001,-4.609,-3.901,0.003,-0.002,-1.988,-0.506,0.002,-0.001,-6.144,-5.398,0.003,-0.004,-2.724,-1.418,0.003,-0.001,-2.256,-0.946,0.003
25%,0.637,-0.772,-0.048,1.296,0.626,-0.752,-0.044,1.274,0.5447500000000001,-0.699,-0.045,1.1415,0.628,-0.758,-0.03025,1.271,0.002,-0.7172499999999999,-0.006,0.005,0.002,-0.746,-0.003,0.005
50%,0.705,-0.709,-0.002,1.4144999999999999,0.684,-0.689,-0.002,1.375,0.6255,-0.623,-0.002,1.2405,0.708,-0.706,-0.001,1.427,0.003,-0.004,-0.002,0.006,0.003,-0.004,-0.001,0.006
75%,0.771,-0.65,0.03925,1.53225,0.757,-0.632,0.038,1.50225,0.704,-0.55,0.04,1.3872499999999999,0.757,-0.626,0.034,1.50625,0.7144999999999999,-0.004,0.001,1.43825,0.746,-0.003,0.001,1.4925
max,8.447,-0.001,7.748,10.084,9.728,-0.002,9.133,10.323,1.792,-0.001,1.216,3.47,2.091,-0.001,0.903,6.89,3.268,-0.001,1.834,4.702,1.946,-0.001,0.62,4.004
