max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006,0.935,-0.942,-0.007,1.877,1.093,-1.09,0.003,2.183,1.042,-0.963,0.079,2.005,0.805,-0.728,0.077,1.533
0.992,-1.008,-0.016,2.0,0.664,-0.69,-0.026,1.354,0.476,-0.552,-0.076,1.028,0.604,-0.672,-0.068,1.276,0.001,-0.005,-0.004,0.006,0.001,-0.004,-0.003,0.005
0.968,-0.916,0.052,1.884,1.164,-1.136,0.028,2.3,1.127,-1.01,0.117,2.137,0.848,-0.688,0.16,1.536,0.635,-0.57,0.065,1.205,0.754,-0.704,0.05,1.458
0.616,-0.556,0.06,1.172,0.746,-0.68,0.066,1.426,0.001,-0.003,-0.002,0.004,0.003,-0.003,0.0,0.006,0.93,-0.936,-0.006,1.866,1.168,-1.159,0.009,2.327
1.107,-0.982,0.125,2.089,0.791,-0.69,0.101,1.481,0.582,-0.608,-0.026,1.19,0.724,-0.725,-0.001,1.449,0.002,-0.004,-0.002,0.006,0.004,-0.002,0.002,0.006
0.539,-0.609,-0.07,1.148,0.746,-0.737,0.009,1.483,0.004,-0.002,0.002,0.006,0.002,-0.003,-0.001,0.005,1.008,-0.961,0.047,1.969,1.2,-1.214,-0.014,2.414
0.958,-1.054,-0.096,2.012,0.704,-0.741,-0.037,1.445,0.45,-0.616,-0.166,1.066,0.62,-0.697,-0.077,1.317,0.001,-0.003,-0.002,0.004,0.002,-0.003,-0.001,0.005
0.489,-0.625,-0.136,1.114,0.704,-0.762,-0.058,1.466,0.001,-0.004,-0.003,0.005,0.003,-0.002,0.001,0.005,0.885,-1.014,-0.129,1.899,1.098,-1.142,-0.044,2.24
0.4,-0.672,-0.272,1.072,0.594,-0.714,-0.12,1.308,0.001,-0.004,-0.003,0.005,0.002,-0.002,0.0,0.004,0.791,-0.92,-0.129,1.711,1.075,-1.065,0.01,2.14
0.99,-1.089,-0.099,2.079,0.714,-0.776,-0.062,1.49,0.483,-0.596,-0.113,1.079,0.651,-0.7,-0.049,1.351,0.001,-0.004,-0.003,0.005,0.003,-0.002,0.001,0.005
1.172,-1.19,-0.018,2.362,1.008,-1.024,-0.016,2.032,0.732,-0.78,-0.048,1.512,0.538,-0.613,-0.075,1.151,0.627,-0.768,-0.141,1.395,0.002,-0.004,-0.002,0.006
1.022,-1.05,-0.028,2.072,0.671,-0.76,-0.089,1.431,0.618,-0.562,0.056,1.18,0.756,-0.758,-0.002,1.514,0.002,-0.004,-0.002,0.006,0.002,-0.004,-0.002,0.006
0.508,-0.594,-0.086,1.102,0.618,-0.741,-0.123,1.359,0.0,-0.004,-0.004,0.004,0.002,-0.003,-0.001,0.005,0.807,-0.878,-0.071,1.685,1.02,-1.169,-0.149,2.189
1.012,-1.006,0.006,2.018,0.728,-0.676,0.052,1.404,0.452,-0.554,-0.102,1.006,0.61,-0.68,-0.07,1.29,0.003,-0.004,-0.001,0.007,0.003,-0.004,-0.001,0.007
1.098,-1.058,0.04,2.156,0.87,-0.754,0.116,1.624,0.702,-0.617,0.085,1.319,0.82,-0.682,0.138,1.502,0.002,-0.003,-0.001,0.005,0.001,-0.004,-0.003,0.005
0.954,-1.022,-0.068,1.976,0.651,-0.735,-0.084,1.386,0.46,-0.585,-0.125,1.045,0.614,-0.78,-0.166,1.394,0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005
0.659,-0.506,0.153,1.165,0.7,-0.618,0.082,1.318,0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005,0.956,-0.847,0.109,1.803,1.194,-1.117,0.077,2.311
1.122,-0.998,0.124,2.12,0.948,-0.731,0.217,1.679,0.69,-0.518,0.172,1.208,0.794,-0.605,0.189,1.399,0.002,-0.003,-0.001,0.005,0.003,-0.002,0.001,0.005
0.885,-0.986,-0.101,1.871,1.114,-1.133,-0.019,2.247,1.022,-1.074,-0.052,2.096,0.732,-0.92,-0.188,1.652,0.576,-0.652,-0.076,1.228,0.696,-0.707,-0.011,1.403
1.046,-1.044,0.002,2.09,0.708,-0.708,0.0,1.416,0.561,-0.65,-0.089,1.211,0.732,-0.608,0.124,1.34,-0.002,-0.005,-0.007,0.003,0.002,-0.003,-0.001,0.005
1.026,-1.012,0.014,2.038,0.758,-0.719,0.039,1.477,0.765,-0.548,0.217,1.313,0.761,-0.691,0.07,1.452,0.003,-0.002,0.001,0.005,0.002,-0.003,-0.001,0.005
0.57,-0.548,0.022,1.118,0.688,-0.648,0.04,1.336,0.0,-0.004,-0.004,0.004,0.003,-0.002,0.001,0.005,0.994,-0.928,0.066,1.922,1.164,-1.244,-0.08,2.408
0.938,-0.924,0.014,1.862,1.134,-1.114,0.02,2.248,1.034,-1.056,-0.022,2.09,0.77,-0.734,0.036,1.504,0.7,-0.644,0.056,1.344,0.684,-0.72,-0.036,1.404
1.083,-1.069,0.014,2.152,0.688,-0.782,-0.094,1.47,0.491,-0.6,-0.109,1.091,0.635,-0.682,-0.047,1.317,-0.001,-0.004,-0.005,0.003,0.002,-0.003,-0.001,0.005
0.97,-1.075,-0.105,2.045,0.669,-0.739,-0.07,1.408,0.474,-0.63,-0.156,1.104,0.586,-0.624,-0.038,1.21,0.002,-0.004,-0.002,0.006,0.002,-0.004,-0.002,0.006
1.072,-1.044,0.028,2.116,0.69,-0.784,-0.094,1.474,0.586,-0.652,-0.066,1.238,0.722,-0.684,0.038,1.406,0.002,-0.002,0.0,0.004,0.001,-0.003,-0.002,0.004
0.956,-1.032,-0.076,1.988,0.718,-0.788,-0.07,1.506,0.511,-0.623,-0.112,1.134,0.746,-0.756,-0.01,1.502,0.003,-0.002,0.001,0.005,0.002,-0.004,-0.002,0.006
0.574,-0.46,0.114,1.034,0.678,-0.632,0.046,1.31,0.002,-0.003,-0.001,0.005,0.002,-0.005,-0.003,0.007,0.919,-0.912,0.007,1.831,1.186,-1.188,-0.002,2.374
0.886,-0.908,-0.022,1.794,1.159,-1.13,0.029,2.289,1.034,-1.073,-0.039,2.107,0.714,-0.784,-0.07,1.498,0.594,-0.502,0.092,1.096,0.685,-0.691,-0.006,1.376
0.616,-0.565,0.051,1.181,0.71,-0.724,-0.014,1.434,0.004,-0.002,0.002,0.006,0.003,-0.002,0.001,0.005,0.934,-0.863,0.071,1.797,1.144,-1.177,-0.033,2.321
0.535,-0.578,-0.043,1.113,0.683,-0.672,0.011,1.355,0.003,-0.002,0.001,0.005,0.002,-0.003,-0.001,0.005,0.933,-0.92,0.013,1.853,1.14,-1.118,0.022,2.258
0.996,-1.052,-0.056,2.048,0.708,-0.823,-0.115,1.531,0.496,-0.606,-0.11,1.102,0.686,-0.662,0.024,1.348,0.001,-0.003,-0.002,0.004,0.002,-0.003,-0.001,0.005
0.929,-0.882,0.047,1.811,1.171,-1.121,0.05,2.292,0.982,-1.014,-0.032,1.996,0.742,-0.704,0.038,1.446,0.542,-0.646,-0.104,1.188,0.666,-0.734,-0.068,1.4
0.629,-0.564,0.065,1.193,0.765,-0.741,0.024,1.506,0.0,-0.004,-0.004,0.004,0.003,-0.001,0.002,0.004,0.956,-0.938,0.018,1.894,1.25,-1.166,0.084,2.416
0.944,-1.03,-0.086,1.974,0.714,-0.698,0.016,1.412,0.57,-0.578,-0.008,1.148,0.664,-0.729,-0.065,1.393,0.001,-0.003,-0.002,0.004,0.003,-0.003,0.0,0.006
1.008,-1.036,-0.028,2.044,0.696,-0.733,-0.037,1.429,0.515,-0.603,-0.088,1.118,0.633,-0.742,-0.109,1.375,0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005
1.022,-0.987,0.035,2.009,0.766,-0.745,0.021,1.511,0.586,-0.63,-0.044,1.216,0.71,-0.731,-0.021,1.441,0.001,-0.003,-0.002,0.004,0.003,-0.003,0.0,0.006
1.175,-1.002,0.173,2.177,0.868,-0.752,0.116,1.62,0.69,-0.56,0.13,1.25,0.799,-0.711,0.088,1.51,0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005
1.012,-1.058,-0.046,2.07,0.764,-0.812,-0.048,1.576,0.564,-0.597,-0.033,1.161,0.67,-0.747,-0.077,1.417,0.001,-0.004,-0.003,0.005,0.003,-0.003,0.0,0.006
0.962,-0.951,0.011,1.913,0.634,-0.658,-0.024,1.292,0.507,-0.56,-0.053,1.067,0.681,-0.65,0.031,1.331,0.002,-0.003,-0.001,0.005,0.003,-0.002,0.001,0.005
0.538,-0.606,-0.068,1.144,0.736,-0.703,0.033,1.439,0.002,-0.003,-0.001,0.005,0.001,-0.003,-0.002,0.004,0.902,-0.951,-0.049,1.853,1.168,-1.173,-0.005,2.341
0.614,-0.542,0.072,1.156,0.702,-0.696,0.006,1.398,0.001,-0.004,-0.003,0.005,0.003,-0.002,0.001,0.005,0.889,-0.844,0.045,1.733,1.119,-1.123,-0.004,2.242
1.004,-0.993,0.011,1.997,0.676,-0.726,-0.05,1.402,0.556,-0.54,0.016,1.096,0.642,-0.725,-0.083,1.367,0.003,-0.002,0.001,0.005,0.003,-0.002,0.001,0.005
0.708,-0.58,0.128,1.288,0.828,-0.695,0.133,1.523,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005,1.002,-1.014,-0.012,2.016,1.198,-1.148,0.05,2.346
0.618,-0.598,0.02,1.216,0.856,-0.729,0.127,1.585,0.002,-0.004,-0.002,0.006,0.003,-0.002,0.001,0.005,0.944,-1.022,-0.078,1.966,1.151,-1.2,-0.049,2.351
1.05,-1.034,0.016,2.084,0.795,-0.818,-0.023,1.613,0.645,-0.585,0.06,1.23,0.785,-0.684,0.101,1.469,0.002,-0.002,0.0,0.004,0.002,-0.003,-0.001,0.005
0.92,-0.875,0.045,1.795,1.088,-1.192,-0.104,2.28,1.0,-1.093,-0.093,2.093,0.674,-0.666,0.008,1.34,0.533,-0.554,-0.021,1.087,0.663,-0.632,0.031,1.295
0.931,-0.92,0.011,1.851,1.183,-1.128,0.055,2.311,1.062,-1.032,0.03,2.094,0.757,-0.86,-0.103,1.617,0.566,-0.628,-0.062,1.194,0.698,-0.81,-0.112,1.508
0.958,-0.99,-0.032,1.948,0.606,-0.788,-0.182,1.394,0.433,-0.622,-0.189,1.055,0.614,-0.654,-0.04,1.268,0.005,-0.003,0.002,0.008,0.002,-0.004,-0.002,0.006
0.978,-0.97,0.008,1.948,0.67,-0.764,-0.094,1.434,0.501,-0.592,-0.091,1.093,0.642,-0.68,-0.038,1.322,0.003,-0.003,0.0,0.006,0.001,-0.004,-0.003,0.005
0.964,-1.132,-0.168,2.096,0.696,-0.796,-0.1,1.492,0.505,-0.613,-0.108,1.118,0.64,-0.729,-0.089,1.369,0.001,-0.004,-0.003,0.005,0.003,-0.003,0.0,0.006
0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005,0.864,-0.804,0.06,1.668,1.14,-1.05,0.09,2.19,0.976,-0.949,0.027,1.925,0.775,-0.729,0.046,1.504
0.908,-0.904,0.004,1.812,1.18,-1.138,0.042,2.318,1.109,-1.03,0.079,2.139,0.796,-0.766,0.03,1.562,0.694,-0.597,0.097,1.291,0.74,-0.762,-0.022,1.502
1.09,-0.888,0.202,1.978,0.769,-0.614,0.155,1.383,0.64,-0.47,0.17,1.11,0.645,-0.606,0.039,1.251,0.002,-0.003,-0.001,0.005,0.001,-0.004,-0.003,0.005
0.545,-0.678,-0.133,1.223,0.698,-0.812,-0.114,1.51,0.002,-0.003,-0.001,0.005,0.002,-0.004,-0.002,0.006,0.952,-0.979,-0.027,1.931,1.192,-1.183,0.009,2.375
1.02,-0.943,0.077,1.963,0.694,-0.73,-0.036,1.424,0.535,-0.591,-0.056,1.126,0.674,-0.682,-0.008,1.356,0.003,-0.001,0.002,0.004,0.003,-0.002,0.001,0.005
1.081,-1.058,0.023,2.139,0.738,-0.782,-0.044,1.52,0.548,-0.588,-0.04,1.136,0.626,-0.706,-0.08,1.332,0.001,-0.004,-0.003,0.005,0.003,-0.002,0.001,0.005
0.592,-0.468,0.124,1.06,0.726,-0.612,0.114,1.338,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005,0.968,-0.848,0.12,1.816,1.128,-1.088,0.04,2.216
0.471,-0.554,-0.083,1.025,0.616,-0.719,-0.103,1.335,0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006,0.772,-0.914,-0.142,1.686,1.0,-1.181,-0.181,2.181
0.99,-0.996,-0.006,1.986,0.744,-0.77,-0.026,1.514,0.546,-0.612,-0.066,1.158,0.75,-0.694,0.056,1.444,0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005
1.03,-1.046,-0.016,2.076,0.779,-0.852,-0.073,1.631,0.602,-0.574,0.028,1.176,0.789,-0.672,0.117,1.461,0.001,-0.004,-0.003,0.005,0.002,-0.002,0.0,0.004
1.048,-1.067,-0.019,2.115,0.779,-0.726,0.053,1.505,0.564,-0.565,-0.001,1.129,0.712,-0.678,0.034,1.39,0.001,-0.005,-0.004,0.006,0.003,-0.003,0.0,0.006
0.586,-0.573,0.013,1.159,0.668,-0.726,-0.058,1.394,-0.001,-0.004,-0.005,0.003,0.002,-0.003,-0.001,0.005,1.01,-0.932,0.078,1.942,1.07,-1.144,-0.074,2.214
1.026,-1.002,0.024,2.028,0.728,-0.743,-0.015,1.471,0.526,-0.609,-0.083,1.135,0.624,-0.719,-0.095,1.343,0.002,-0.004,-0.002,0.006,0.001,-0.003,-0.002,0.004
0.986,-0.979,0.007,1.965,0.702,-0.752,-0.05,1.454,0.468,-0.622,-0.154,1.09,0.604,-0.71,-0.106,1.314,0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005
1.008,-1.038,-0.03,2.046,0.776,-0.732,0.044,1.508,0.566,-0.56,0.006,1.126,0.685,-0.642,0.043,1.327,0.002,-0.002,0.0,0.004,0.003,-0.003,0.0,0.006
0.907,-0.972,-0.065,1.879,1.198,-1.156,0.042,2.354,1.018,-1.067,-0.049,2.085,0.758,-0.84,-0.082,1.598,0.606,-0.676,-0.07,1.282,0.663,-0.718,-0.055,1.381
1.012,-1.086,-0.074,2.098,0.7,-0.722,-0.022,1.422,0.522,-0.484,0.038,1.006,0.668,-0.68,-0.012,1.348,0.004,-0.003,0.001,0.007,0.002,-0.003,-0.001,0.005
0.499,-0.595,-0.096,1.094,0.667,-0.672,-0.005,1.339,0.001,-0.005,-0.004,0.006,0.002,-0.002,0.0,0.004,0.802,-0.988,-0.186,1.79,1.072,-1.187,-0.115,2.259
1.0,-1.016,-0.016,2.016,0.756,-0.752,0.004,1.508,0.452,-0.644,-0.192,1.096,0.592,-0.762,-0.17,1.354,0.0,-0.004,-0.004,0.004,0.002,-0.002,0.0,0.004
0.988,-1.046,-0.058,2.034,0.704,-0.821,-0.117,1.525,0.682,-0.548,0.134,1.23,0.706,-0.674,0.032,1.38,0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006
0.976,-1.069,-0.093,2.045,0.722,-0.835,-0.113,1.557,0.604,-0.66,-0.056,1.264,0.646,-0.831,-0.185,1.477,0.003,-0.002,0.001,0.005,0.003,-0.002,0.001,0.005
0.59,-0.542,0.048,1.132,0.674,-0.591,0.083,1.265,0.001,-0.004,-0.003,0.005,0.0,-0.004,-0.004,0.004,0.978,-0.868,0.11,1.846,1.218,-1.054,0.164,2.272
0.96,-0.857,0.103,1.817,1.146,-1.127,0.019,2.273,0.994,-1.093,-0.099,2.087,0.692,-0.73,-0.038,1.422,0.523,-0.496,0.027,1.019,0.622,-0.682,-0.06,1.304
1.068,-0.95,0.118,2.018,0.75,-0.682,0.068,1.432,0.495,-0.538,-0.043,1.033,0.594,-0.632,-0.038,1.226,-0.001,-0.004,-0.005,0.003,0.003,-0.002,0.001,0.005
1.155,-1.022,0.133,2.177,1.082,-0.92,0.162,2.002,0.74,-0.68,0.06,1.42,0.525,-0.583,-0.058,1.108,0.676,-0.644,0.032,1.32,0.001,-0.005,-0.004,0.006
0.942,-0.894,0.048,1.836,1.149,-1.121,0.028,2.27,1.056,-0.961,0.095,2.017,0.884,-0.75,0.134,1.634,0.685,-0.593,0.092,1.278,0.738,-0.672,0.066,1.41
0.582,-0.461,0.121,1.043,0.684,-0.601,0.083,1.285,0.0,-0.005,-0.005,0.005,0.002,-0.004,-0.002,0.006,1.014,-0.86,0.154,1.874,1.264,-1.06,0.204,2.324
1.068,-1.022,0.046,2.09,0.686,-0.76,-0.074,1.446,0.483,-0.567,-0.084,1.05,0.555,-0.638,-0.083,1.193,0.002,-0.004,-0.002,0.006,0.001,-0.004,-0.003,0.005
1.135,-1.1,0.035,2.235,1.006,-0.988,0.018,1.994,0.794,-0.756,0.038,1.55,0.582,-0.61,-0.028,1.192,0.73,-0.733,-0.003,1.463,0.003,-0.004,-0.001,0.007
0.472,-0.546,-0.074,1.018,0.647,-0.772,-0.125,1.419,0.002,-0.004,-0.002,0.006,0.002,-0.004,-0.002,0.006,0.866,-0.972,-0.106,1.838,1.075,-1.19,-0.115,2.265
0.476,-0.582,-0.106,1.058,0.631,-0.66,-0.029,1.291,0.003,-0.003,0.0,0.006,0.002,-0.004,-0.002,0.006,0.83,-0.89,-0.06,1.72,1.112,-1.089,0.023,2.201
1.024,-1.071,-0.047,2.095,0.762,-0.664,0.098,1.426,0.6,-0.502,0.098,1.102,0.68,-0.626,0.054,1.306,0.002,-0.002,0.0,0.004,0.002,-0.003,-0.001,0.005
0.938,-0.936,0.002,1.874,1.158,-1.154,0.004,2.312,1.014,-1.05,-0.036,2.064,0.673,-0.75,-0.077,1.423,0.516,-0.628,-0.112,1.144,0.639,-0.744,-0.105,1.383
0.923,-0.8,0.123,1.723,1.152,-1.113,0.039,2.265,1.086,-0.963,0.123,2.049,0.822,-0.702,0.12,1.524,0.612,-0.538,0.074,1.15,0.673,-0.64,0.033,1.313
1.038,-1.084,-0.046,2.122,0.793,-0.76,0.033,1.553,0.604,-0.623,-0.019,1.227,0.676,-0.693,-0.017,1.369,0.002,-0.004,-0.002,0.006,0.002,-0.004,-0.002,0.006
1.149,-1.077,0.072,2.226,0.75,-0.831,-0.081,1.581,0.57,-0.674,-0.104,1.244,0.734,-0.736,-0.002,1.47,0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005
0.45,-0.609,-0.159,1.059,0.63,-0.706,-0.076,1.336,0.002,-0.003,-0.001,0.005,0.001,-0.004,-0.003,0.005,0.862,-0.968,-0.106,1.83,1.062,-1.097,-0.035,2.159
1.054,-1.155,-0.101,2.209,0.732,-0.817,-0.085,1.549,0.544,-0.583,-0.039,1.127,0.72,-0.772,-0.052,1.492,0.001,-0.003,-0.002,0.004,0.002,-0.004,-0.002,0.006
0.962,-0.89,0.072,1.852,1.17,-1.125,0.045,2.295,1.065,-1.01,0.055,2.075,0.744,-0.692,0.052,1.436,0.66,-0.6,0.06,1.26,0.718,-0.658,0.06,1.376
1.002,-1.103,-0.101,2.105,0.78,-0.802,-0.022,1.582,0.582,-0.538,0.044,1.12,0.68,-0.648,0.032,1.328,0.003,-0.002,0.001,0.005,0.003,-0.003,0.0,0.006
1.076,-1.032,0.044,2.108,0.748,-0.774,-0.026,1.522,0.535,-0.607,-0.072,1.142,0.73,-0.739,-0.009,1.469,0.002,-0.004,-0.002,0.006,0.001,-0.003,-0.002,0.004
1.01,-1.099,-0.089,2.109,0.757,-0.792,-0.035,1.549,0.655,-0.548,0.107,1.203,0.704,-0.766,-0.062,1.47,-0.001,-0.004,-0.005,0.003,0.001,-0.004,-0.003,0.005
1.008,-0.963,0.045,1.971,0.838,-0.727,0.111,1.565,0.664,-0.556,0.108,1.22,0.804,-0.754,0.05,1.558,0.002,-0.004,-0.002,0.006,0.001,-0.003,-0.002,0.004
0.004,-0.002,0.002,0.006,0.002,-0.003,-0.001,0.005,0.929,-0.938,-0.009,1.867,1.087,-1.141,-0.054,2.228,1.052,-1.091,-0.039,2.143,0.805,-0.798,0.007,1.603
0.45,-0.518,-0.068,0.968,0.633,-0.648,-0.015,1.281,0.003,-0.003,0.0,0.006,0.003,-0.004,-0.001,0.007,0.834,-0.912,-0.078,1.746,1.071,-1.101,-0.03,2.172
1.052,-0.989,0.063,2.041,0.76,-0.652,0.108,1.412,0.541,-0.558,-0.017,1.099,0.72,-0.66,0.06,1.38,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005
0.886,-0.886,0.0,1.772,1.072,-1.064,0.008,2.136,0.956,-0.988,-0.032,1.944,0.64,-0.731,-0.091,1.371,0.532,-0.548,-0.016,1.08,0.702,-0.684,0.018,1.386
