,max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
count,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
mean,0.8241799999999999,-0.80088,0.0233,1.62506,0.74226,-0.6927199999999999,0.04954,1.4349800000000001,0.6027399999999999,-0.54048,0.06226,1.14322,0.5918000000000001,-0.55016,0.04164,1.1419599999999999,0.30166,-0.2729,0.028759999999999997,0.5745599999999998,0.35366,-0.33102,0.022639999999999993,0.6846799999999998
std,0.2170802249898241,0.22607246806350953,0.1124564768418141,0.4287408431818047,0.2756338009840193,0.2342711702802754,0.16032355168374293,0.485808918932419,0.31951837544169187,0.26644946222195187,0.18615780117624808,0.5581396683517085,0.2454975788566759,0.2412033065736057,0.16954293418073263,0.4562361078678988,0.3428561672605167,0.3414114909056943,0.11033983868032433,0.6753143231873887,0.3956037292698906,0.3890233448742413,0.07784226856605739,0.7807839189963285
min,0.001,-1.102,-0.211,0.005,0.002,-1.098,-0.166,0.006,0.001,-0.983,-0.18,0.004,0.001,-1.056,-0.164,0.003,-0.001,-0.962,-0.142,0.003,-0.001,-1.075,-0.116,0.003
25%,0.828,-0.926,-0.04375,1.692,0.5925,-0.8055000000000001,-0.041749999999999995,1.20825,0.4545,-0.7895000000000001,-0.00525,0.9642499999999999,0.5825,-0.665,-0.03075,1.177,0.002,-0.51,-0.00475,0.005,0.002,-0.627,-0.002,0.005
50%,0.888,-0.871,0.019,1.744,0.657,-0.639,0.011,1.259,0.5385,-0.516,0.0235,1.0465,0.6315,-0.617,0.0015,1.255,0.0335,-0.0045000000000000005,0.0,0.006,0.025500000000000002,-0.004,0.0,0.006
75%,0.94,-0.788,0.0825,1.8402500000000002,0.981,-0.5945,0.06025,1.9837500000000001,0.8694999999999999,-0.459,0.0595,1.707,0.68575,-0.518,0.0645,1.31275,0.55325,-0.003,0.04075,1.0202499999999999,0.6815,-0.0022500000000000003,0.01975,1.2845
max,1.054,-0.003,0.37,1.993,1.366,-0.003,0.718,2.151,1.294,0.002,0.89,1.888,1.046,0.003,0.82,2.102,0.915,0.058,0.505,1.856,1.09,0.045,0.367,2.148
