,max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
count,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
mean,0.7588600000000002,-0.7313599999999998,0.0275,1.4902199999999999,0.7561800000000001,-0.704,0.05218000000000001,1.46018,0.5987,-0.56234,0.03636,1.16104,0.66596,-0.61614,0.04982,1.2820999999999998,0.35785999999999996,-0.32717999999999997,0.030679999999999995,0.6850399999999999,0.3792999999999999,-0.3325,0.046799999999999994,0.7118000000000001
std,0.3074949483573773,0.3622822645171489,0.16493922814052403,0.6514585296996023,0.34994592526881196,0.339849846796121,0.2124781563803101,0.6563331250366754,0.35880608428850386,0.3434176733474079,0.20315629451237782,0.67237082698433,0.33711113410075005,0.35494799906580166,0.18722840901651958,0.6664904503503133,0.4275891128031151,0.4002206886104674,0.1068996172269354,0.8213346271745265,0.4416187870338223,0.39003705998695215,0.10827025897997952,0.8261898531629323
min,0.001,-2.287,-0.533,0.005,0.002,-1.994,-0.312,0.004,0.001,-1.62,-0.357,0.004,0.002,-1.522,-0.552,0.004,0.0,-1.101,-0.215,0.002,0.0,-1.069,-0.15,0.002
25%,0.691,-0.827,-0.04775,1.3685,0.61875,-0.791,-0.08,1.2965,0.522,-0.715,-0.042499999999999996,1.096,0.6617500000000001,-0.7695000000000001,-0.006500000000000001,1.2825,0.002,-0.69225,-0.003,0.005,0.002,-0.75275,-0.002,0.005
50%,0.7635000000000001,-0.71,0.044,1.5135,0.707,-0.681,0.0115,1.4515,0.606,-0.5925,0.004999999999999999,1.1635,0.75,-0.6964999999999999,0.013,1.4220000000000002,0.018000000000000002,-0.004,0.0005,0.006,0.013000000000000001,-0.004,0.0,0.006
75%,0.89125,-0.652,0.10025,1.70525,0.869,-0.619,0.09925,1.64075,0.8025,-0.507,0.057749999999999996,1.46325,0.8454999999999999,-0.5065,0.07425,1.58275,0.7044999999999999,-0.003,0.08299999999999999,1.42425,0.836,-0.003,0.07725,1.52925
max,1.754,-0.003,0.568,4.041,1.78,-0.002,0.878,3.732,1.657,0.009,0.783,3.277,1.334,0.007,0.742,2.677,1.536,0.044,0.438,2.634,1.37,0.033,0.47,2.27
