,max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
count,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
mean,1.0207,-0.9867999999999999,0.0339,2.0075,1.17164,-1.14474,0.0269,2.3163800000000005,1.0229599999999999,-1.0139799999999999,0.008979999999999998,2.0369399999999995,0.8968600000000001,-0.88542,0.01144,1.78228,0.4300999999999999,-0.40867999999999993,0.021419999999999998,0.83878,0.42363999999999996,-0.40902,0.01462,0.83266
std,0.38074664831628086,0.35349878041529653,0.1834837756270765,0.711472065509251,0.4768670614392593,0.438275740713491,0.16139585635628811,0.9016246535661985,0.445976157503094,0.4395339131583893,0.10409051986867301,0.8793945368425776,0.43892958897940876,0.44499388163645304,0.10339110607942316,0.8778768459953218,0.5325262568979245,0.5471579423507905,0.09177903588822138,1.07587576647955,0.5136015194840515,0.516911411902564,0.0767348708747416,1.0276573440280052
min,0.002,-1.405,-0.159,0.005,0.003,-1.598,-0.207,0.004,0.001,-1.46,-0.212,0.003,0.001,-1.522,-0.199,0.004,0.0,-1.364,-0.189,0.003,0.001,-1.494,-0.145,0.003
25%,0.82975,-1.202,-0.07275,1.67325,0.88575,-1.459,-0.05625,1.732,1.0675000000000001,-1.2715,-0.04175,2.16875,0.8925000000000001,-1.0325,-0.034,1.828,0.002,-0.9415,-0.003,0.005,0.003,-0.918,-0.00675,0.005
50%,1.1435,-1.1345,-0.0005,2.2865,1.4155,-1.3555000000000001,-0.008,2.8535000000000004,1.193,-1.1909999999999998,0.0025,2.4225000000000003,0.958,-0.945,0.0015,1.9365,0.0345,-0.004,-0.001,0.006,0.026000000000000002,-0.004,0.0,0.006
75%,1.238,-0.79,0.051,2.4225,1.4955,-0.878,0.0675,2.9642500000000003,1.2875,-1.0750000000000002,0.04875,2.5425,1.056,-0.87225,0.041,1.999,1.0487499999999998,-0.0022500000000000003,0.0575,2.04625,0.862,-0.002,0.02075,1.7890000000000001
max,1.62,0.06,0.824,2.98,1.908,0.044,0.72,3.1,1.502,0.004,0.392,2.708,1.522,0.045,0.366,3.038,1.308,0.14,0.285,2.626,1.588,0.103,0.312,2.974
