,max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
count,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
mean,1.0263200000000001,-0.9730599999999999,0.05326,1.99938,0.9326599999999999,-0.87772,0.054939999999999996,1.81038,0.6524199999999999,-0.6291800000000001,0.023239999999999993,1.2816,0.5609200000000001,-0.5479600000000001,0.012960000000000003,1.1088799999999999,0.26948,-0.25183999999999995,0.01764,0.52132,0.35531999999999997,-0.33188,0.023440000000000003,0.6871999999999998
std,0.32627823609143586,0.32459408937493434,0.195743148028226,0.620743296708199,0.25977051175125754,0.2665597945708104,0.13830805752200487,0.5078784962358374,0.3505048306750288,0.34962193516857665,0.13576684095183483,0.6868374135507334,0.3442019957489367,0.3628139996848894,0.11945111885586658,0.6971007493138115,0.3796076513712439,0.38179192751859925,0.08416644345629458,0.7567364796227527,0.44291877174866606,0.4330123550106125,0.08557587872997952,0.8717971351742096
min,0.002,-1.348,-0.252,0.005,0.001,-1.268,-0.141,0.005,0.001,-1.304,-0.326,0.002,0.0,-1.2,-0.2,0.003,-0.001,-1.246,-0.207,0.004,0.0,-1.258,-0.164,0.003
25%,0.75675,-1.2189999999999999,-0.039,1.4585,0.8505,-1.0465,-0.023,1.46525,0.6345000000000001,-0.7775000000000001,-0.055,1.327,0.486,-0.69975,-0.056249999999999994,1.07325,0.002,-0.6695,-0.003,0.005,0.002,-0.7235,-0.00175,0.005
50%,1.1795,-1.1235,0.019,2.3505000000000003,1.02,-0.9924999999999999,0.0165,2.0309999999999997,0.704,-0.7035,0.0045000000000000005,1.402,0.6415,-0.643,-0.0015,1.2725,0.0045000000000000005,-0.004,-0.001,0.006,0.004,-0.004,0.001,0.005
75%,1.2475,-0.72125,0.11175,2.4305,1.086,-0.6962499999999999,0.089,2.08625,0.7715000000000001,-0.58075,0.0705,1.5075,0.732,-0.468,0.07225,1.406,0.65275,-0.003,0.01325,1.3595000000000002,0.8035000000000001,-0.002,0.01725,1.461
max,1.452,-0.002,0.877,2.646,1.25,-0.003,0.559,2.424,1.306,0.023,0.38,2.55,1.2,0.138,0.307,2.279,1.292,0.104,0.253,2.538,1.094,0.079,0.344,2.352
