,max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
count,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
mean,0.6970400000000001,-0.74638,-0.049339999999999995,1.44342,0.7369400000000002,-0.7891199999999999,-0.05218,1.52606,0.75922,-0.8240599999999999,-0.06484000000000001,1.58328,0.8243,-0.8389399999999999,-0.014640000000000004,1.6632399999999998,0.45632000000000006,-0.47828000000000004,-0.021959999999999997,0.9346,0.39077999999999996,-0.42548,-0.034699999999999995,0.8162599999999998
std,0.14833015574063427,0.22826621497269184,0.21403190778718112,0.3200077224833482,0.16079983881604268,0.27341376583291993,0.22740566018838293,0.38666525152215825,0.29191285322429883,0.3347309251397277,0.20973232308573417,0.5920541908457023,0.3348705659181878,0.3312032121750966,0.16230127691979482,0.6460077575827885,0.463785288112277,0.5208418632662051,0.1891464134322555,0.9679719594521912,0.4312122584490552,0.500129911286323,0.17410110245932112,0.9175165862928305
min,0.458,-1.548,-0.777,1.002,0.494,-1.902,-0.87,1.087,-0.001,-2.016,-1.024,0.003,0.001,-2.358,-0.542,0.005,-0.001,-2.188,-0.627,0.003,-0.001,-1.91,-0.856,0.003
25%,0.579,-0.8065,-0.166,1.205,0.62525,-0.8474999999999999,-0.11875,1.29925,0.6735,-0.8474999999999999,-0.1385,1.4015,0.708,-0.87875,-0.0805,1.4515,0.002,-0.7775000000000001,-0.042499999999999996,0.005,0.002,-0.7715000000000001,-0.0045000000000000005,0.005
50%,0.667,-0.688,-0.027999999999999997,1.367,0.698,-0.7144999999999999,-0.014499999999999999,1.4249999999999998,0.738,-0.774,-0.037,1.494,0.783,-0.801,-0.003,1.5750000000000002,0.5605,-0.636,-0.001,1.2785,0.003,-0.004,-0.001,0.006500000000000001
75%,0.795,-0.61225,0.0655,1.57375,0.81925,-0.627,0.0665,1.622,0.856,-0.68,0.05925,1.7085,0.87875,-0.725,0.0835,1.74625,0.79025,-0.004,0.0245,1.5935000000000001,0.7835000000000001,-0.003,0.001,1.541
max,1.06,-0.469,0.462,2.44,1.276,-0.516,0.324,2.934,2.196,-0.004,0.304,4.15,2.519,-0.002,0.376,4.877,1.698,-0.002,0.531,3.886,1.538,-0.002,0.374,3.38
