max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
0.774,-0.792,-0.018,1.566,0.669,-0.728,-0.059,1.397,0.838,-0.823,0.015,1.661,1.182,-1.137,0.045,2.319,1.073,-1.216,-0.143,2.289,1.046,-0.952,0.094,1.998
0.002,-0.002,0.0,0.004,0.002,-0.003,-0.001,0.005,0.676,-0.778,-0.102,1.454,0.596,-0.662,-0.066,1.258,0.783,-0.955,-0.172,1.738,1.24,-1.286,-0.046,2.526
0.972,-0.729,0.243,1.701,0.794,-0.732,0.062,1.526,1.084,-0.88,0.204,1.964,1.284,-1.147,0.137,2.431,1.355,-1.208,0.147,2.563,1.111,-0.963,0.148,2.074
0.83,-0.745,0.085,1.575,0.748,-0.697,0.051,1.445,1.01,-0.906,0.104,1.916,1.258,-1.292,-0.034,2.55,1.367,-1.18,0.187,2.547,1.099,-1.054,0.045,2.153
0.578,-0.81,-0.232,1.388,0.633,-0.754,-0.121,1.387,1.112,-0.861,0.251,1.973,1.602,-1.163,0.439,2.765,1.806,-1.157,0.649,2.963,1.444,-1.05,0.394,2.494
0.848,-0.906,-0.058,1.754,0.899,-0.63,0.269,1.529,1.118,-0.839,0.279,1.957,1.428,-1.236,0.192,2.664,1.337,-1.429,-0.092,2.766,1.062,-1.246,-0.184,2.308
0.876,-0.837,0.039,1.713,1.006,-1.276,-0.27,2.282,1.141,-1.308,-0.167,2.449,0.958,-1.188,-0.23,2.146,0.002,-0.005,-0.003,0.007,0.002,-0.003,-0.001,0.005
0.848,-0.964,-0.116,1.812,1.092,-1.226,-0.134,2.318,1.22,-1.216,0.004,2.436,1.13,-0.892,0.238,2.022,0.002,-0.004,-0.002,0.006,0.001,-0.003,-0.002,0.004
0.98,-0.918,0.062,1.898,1.325,-1.258,0.067,2.583,1.397,-1.304,0.093,2.701,1.108,-1.099,0.009,2.207,0.002,-0.003,-0.001,0.005,0.002,-0.003,-0.001,0.005
0.834,-0.994,-0.16,1.828,1.133,-1.393,-0.26,2.526,1.214,-1.524,-0.31,2.738,1.063,-1.268,-0.205,2.331,0.001,-0.004,-0.003,0.005,0.003,-0.003,0.0,0.006
0.988,-0.943,0.045,1.931,1.288,-1.214,0.074,2.502,1.304,-1.234,0.07,2.538,1.192,-1.149,0.043,2.341,0.001,-0.005,-0.004,0.006,0.003,-0.003,0.0,0.006
0.69,-0.686,0.004,1.376,0.836,-0.966,-0.13,1.802,1.135,-1.228,-0.093,2.363,1.153,-1.357,-0.204,2.51,1.075,-1.123,-0.048,2.198,0.001,-0.004,-0.003,0.005
0.976,-0.87,0.106,1.846,1.242,-1.278,-0.036,2.52,1.306,-1.368,-0.062,2.674,1.169,-1.099,0.07,2.268,0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005
0.956,-0.872,0.084,1.828,1.28,-1.141,0.139,2.421,1.373,-1.099,0.274,2.472,1.118,-1.036,0.082,2.154,0.002,-0.002,0.0,0.004,0.003,-0.002,0.001,0.005
0.936,-1.06,-0.124,1.996,0.876,-0.713,0.163,1.589,1.08,-1.136,-0.056,2.216,1.327,-1.419,-0.092,2.746,1.354,-1.422,-0.068,2.776,1.356,-1.294,0.062,2.65
0.864,-0.9,-0.036,1.764,0.684,-0.7,-0.016,1.384,1.018,-0.768,0.25,1.786,1.192,-1.186,0.006,2.378,1.329,-1.208,0.121,2.537,1.183,-1.17,0.013,2.353
1.052,-0.902,0.15,1.954,1.28,-1.368,-0.088,2.648,1.284,-1.348,-0.064,2.632,1.07,-1.196,-0.126,2.266,0.002,-0.003,-0.001,0.005,0.002,-0.003,-0.001,0.005
1.328,-1.284,0.044,2.612,1.143,-1.134,0.009,2.277,0.0,-0.005,-0.005,0.005,0.002,-0.002,0.0,0.004,0.862,-0.748,0.114,1.61,0.792,-0.711,0.081,1.503
1.216,-0.966,0.25,2.182,1.472,-1.368,0.104,2.84,1.508,-1.366,0.142,2.874,1.347,-1.2,0.147,2.547,0.004,-0.001,0.003,0.005,0.002,-0.003,-0.001,0.005
0.976,-0.973,0.003,1.949,1.376,-1.178,0.198,2.554,1.426,-1.166,0.26,2.592,1.135,-1.172,-0.037,2.307,0.004,-0.002,0.002,0.006,0.002,-0.004,-0.002,0.006
0.9,-0.89,0.01,1.79,1.06,-1.046,0.014,2.106,1.304,-1.26,0.044,2.564,1.36,-1.318,0.042,2.678,1.137,-1.182,-0.045,2.319,0.002,-0.004,-0.002,0.006
0.666,-0.796,-0.13,1.462,0.702,-0.704,-0.002,1.406,0.872,-0.944,-0.072,1.816,1.226,-1.242,-0.016,2.468,1.272,-1.214,0.058,2.486,1.194,-1.052,0.142,2.246
0.787,-0.762,0.025,1.549,0.608,-0.724,-0.116,1.332,0.772,-0.888,-0.116,1.66,1.335,-1.242,0.093,2.577,1.343,-1.1,0.243,2.443,1.178,-1.006,0.172,2.184
1.032,-0.806,0.226,1.838,1.228,-1.177,0.051,2.405,1.284,-1.141,0.143,2.425,1.052,-1.064,-0.012,2.116,0.001,-0.003,-0.002,0.004,0.003,-0.003,0.0,0.006
0.649,-0.748,-0.099,1.397,0.594,-0.674,-0.08,1.268,0.81,-0.91,-0.1,1.72,1.244,-1.324,-0.08,2.568,1.312,-1.349,-0.037,2.661,1.127,-1.144,-0.017,2.271
1.066,-0.854,0.212,1.92,1.132,-0.876,0.256,2.008,1.226,-0.912,0.314,2.138,1.361,-1.115,0.246,2.476,1.276,-0.984,0.292,2.26,1.274,-0.984,0.29,2.258
0.862,-1.062,-0.2,1.924,1.362,-1.418,-0.056,2.78,1.542,-1.34,0.202,2.882,1.105,-1.159,-0.054,2.264,0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005
0.84,-0.868,-0.028,1.708,1.119,-1.26,-0.141,2.379,1.286,-1.314,-0.028,2.6,1.101,-1.022,0.079,2.123,0.003,0.0,0.003,0.003,-0.001,-0.004,-0.005,0.003
0.748,-0.788,-0.04,1.536,0.801,-0.703,0.098,1.504,1.028,-0.924,0.104,1.952,1.216,-1.21,0.006,2.426,1.308,-1.332,-0.024,2.64,1.137,-1.262,-0.125,2.399
