,max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
count,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
mean,0.9518599999999999,-0.9339200000000001,0.017939999999999998,1.88578,1.11522,-1.11034,0.00488,2.2255599999999998,1.09908,-1.1065399999999999,-0.00746,2.20562,1.08324,-1.0596199999999998,0.023620000000000002,2.14286,0.5585,-0.5477200000000001,0.010779999999999998,1.10622,0.46334000000000003,-0.4455200000000001,0.01782,0.90886
std,0.28719317327455784,0.2846095671517135,0.07836320721421476,0.5664135033124598,0.3791753291078965,0.3849210154866389,0.08586929792731866,0.7592777491854765,0.3073053284568284,0.3087494995451616,0.10566334873221708,0.6069274202648847,0.3629538431328396,0.35335146924319777,0.09428828784366484,0.710137469014246,0.5994513222565299,0.5865835027634904,0.06137116586801981,1.1845158365082231,0.5192779763620771,0.49805000322687054,0.05341584646021463,1.0161464423226103
min,0.002,-1.342,-0.171,0.006,0.002,-1.556,-0.265,0.005,0.0,-1.496,-0.32,0.005,0.001,-1.534,-0.118,0.005,0.0,-1.351,-0.142,0.004,0.001,-1.502,-0.115,0.004
25%,0.7625,-1.14575,-0.03775,1.4837500000000001,0.814,-1.4215,-0.028249999999999997,1.614,1.1099999999999999,-1.256,-0.05675,2.22225,0.9524999999999999,-1.366,-0.04475,1.8912499999999999,0.002,-1.1995,-0.003,0.006,0.002,-0.9215,-0.002,0.00525
50%,1.0895000000000001,-1.054,0.02,2.2085,1.311,-1.3245,0.006999999999999999,2.683,1.1775,-1.177,-0.0035,2.399,1.016,-1.005,0.004,2.012,0.0035,-0.0045000000000000005,-0.002,0.007,0.003,-0.004,0.0,0.006
75%,1.15475,-0.7235,0.0605,2.2967500000000003,1.4297499999999999,-0.8015000000000001,0.048,2.86775,1.236,-1.101,0.059,2.4595000000000002,1.37625,-0.9315,0.092,2.7640000000000002,1.216,-0.004,0.0275,2.39175,0.984,-0.003,0.03775,1.9035
max,1.359,-0.004,0.178,2.588,1.558,-0.003,0.202,3.06,1.369,-0.002,0.256,2.78,1.552,-0.003,0.31,2.982,1.384,-0.002,0.17,2.666,1.544,-0.001,0.218,3.046
