max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
0.604,-0.916,-0.312,1.52,1.0,-1.232,-0.232,2.232,1.236,-1.34,-0.104,2.576,0.974,-1.175,-0.201,2.149,0.616,-0.892,-0.276,1.508,0.584,-0.727,-0.143,1.311
0.751,-0.7,0.051,1.451,0.99,-1.038,-0.048,2.028,1.19,-1.306,-0.116,2.496,1.11,-1.097,0.013,2.207,0.758,-0.711,0.047,1.469,0.684,-0.66,0.024,1.344
0.809,-0.696,0.113,1.505,1.024,-0.95,0.074,1.974,1.21,-1.198,0.012,2.408,1.11,-1.096,0.014,2.206,0.8,-0.75,0.05,1.55,0.661,-0.68,-0.019,1.341
0.852,-0.812,0.04,1.664,1.146,-1.101,0.045,2.247,1.347,-1.246,0.101,2.593,1.185,-1.13,0.055,2.315,0.807,-0.742,0.065,1.549,0.673,-0.722,-0.049,1.395
0.776,-0.808,-0.032,1.584,1.028,-1.165,-0.137,2.193,1.224,-1.232,-0.008,2.456,1.008,-1.18,-0.172,2.188,0.767,-0.736,0.031,1.503,0.722,-0.75,-0.028,1.472
0.656,-0.692,-0.036,1.348,1.002,-0.983,0.019,1.985,1.173,-1.244,-0.071,2.417,1.064,-1.204,-0.14,2.268,0.724,-0.784,-0.06,1.508,0.614,-0.762,-0.148,1.376
0.761,-0.674,0.087,1.435,1.0,-1.062,-0.062,2.062,1.304,-1.4,-0.096,2.704,1.071,-1.122,-0.051,2.193,0.774,-0.634,0.14,1.408,0.614,-0.582,0.032,1.196
0.716,-0.658,0.058,1.374,0.966,-1.034,-0.068,2.0,1.274,-1.145,0.129,2.419,1.08,-1.002,0.078,2.082,0.716,-0.662,0.054,1.378,0.628,-0.622,0.006,1.25
0.76,-0.654,0.106,1.414,1.036,-1.02,0.016,2.056,1.186,-1.24,-0.054,2.426,1.067,-1.036,0.031,2.103,0.768,-0.695,0.073,1.463,0.716,-0.644,0.072,1.36
0.0,-0.004,-0.004,0.004,0.003,-0.002,0.001,0.005,0.736,-0.746,-0.01,1.482,1.081,-0.971,0.11,2.052,1.222,-1.144,0.078,2.366,1.092,-0.993,0.099,2.085
1.188,-1.25,-0.062,2.438,1.128,-1.131,-0.003,2.259,0.76,-0.77,-0.01,1.53,0.588,-0.64,-0.052,1.228,0.001,-0.004,-0.003,0.005,0.002,-0.004,-0.002,0.006
0.832,-0.646,0.186,1.478,1.127,-0.99,0.137,2.117,1.365,-1.173,0.192,2.538,1.138,-1.12,0.018,2.258,0.824,-0.648,0.176,1.472,0.635,-0.63,0.005,1.265
