,max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
count,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
mean,0.8825400000000001,-0.8764399999999999,0.006099999999999997,1.75898,0.9917600000000002,-0.9883200000000001,0.00344,1.98008,1.07554,-1.0305799999999998,0.04495999999999999,2.10612,1.12024,-1.08816,0.032080000000000004,2.2084,0.67282,-0.6404599999999999,0.03236,1.31328,0.5389599999999999,-0.5123200000000001,0.026639999999999997,1.0512799999999998
std,0.20200679014653475,0.18651827726821316,0.11566687741359773,0.3712314581365702,0.28716727401517417,0.29375551683920664,0.11630171178132034,0.5691999698825412,0.3460971439657145,0.33037511703998484,0.14172421624192444,0.6616465435347098,0.3217837757988226,0.306615717743476,0.12123696479478964,0.6167800189992658,0.6471903385293343,0.6083739186536182,0.13118871902720905,1.2492949365011239,0.5752409596270532,0.54794083696721,0.09767161975785212,1.1192599785536141
min,0.002,-1.346,-0.232,0.004,0.002,-1.418,-0.27,0.005,0.0,-1.524,-0.31,0.004,0.001,-1.419,-0.23,0.004,-0.002,-1.429,-0.172,0.003,-0.001,-1.294,-0.184,0.003
25%,0.7887500000000001,-0.95875,-0.07525,1.59,0.76325,-1.2335,-0.083,1.45975,0.8995,-1.2535,-0.05325,1.8202500000000001,1.10575,-1.242,-0.03625,2.1399999999999997,0.002,-1.2155,-0.008,0.005,0.002,-1.0535,-0.00175,0.005
50%,0.876,-0.876,0.0015,1.784,1.0925,-1.126,0.009999999999999998,2.2555,1.155,-1.126,0.016,2.3375,1.175,-1.1675,0.0155,2.3360000000000003,0.8225,-0.8320000000000001,-0.001,1.673,0.003,-0.004,-0.0005,0.006500000000000001
75%,0.975,-0.793,0.0785,1.9009999999999998,1.228,-0.732,0.07225,2.43075,1.3010000000000002,-0.882,0.14275,2.5575,1.2775,-1.0535,0.09375,2.5015,1.3,-0.004,0.056,2.559,1.108,-0.003,0.041749999999999995,2.23175
max,1.332,-0.002,0.25,2.652,1.472,-0.003,0.269,2.84,1.542,-0.002,0.314,2.882,1.602,-0.002,0.439,2.765,1.806,0.0,0.649,2.963,1.444,-0.002,0.394,2.65
