,max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
count,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
mean,0.6429600000000001,-0.87664,-0.23368000000000005,1.5196,0.619,-0.72162,-0.10261999999999999,1.34062,0.7459,-0.6901599999999999,0.055740000000000005,1.43606,0.67194,-0.79302,-0.12107999999999997,1.46496,0.43382000000000004,-0.43617999999999996,-0.0023600000000000027,0.87,0.5018,-0.48662,0.015180000000000003,0.9884199999999999
std,0.31797130919217814,1.5346499535724751,1.472587621730357,1.6565017848663204,0.3063462093775603,0.7741738951940966,0.691253575552623,0.9531814802469226,0.5287491303606493,0.22268916379893608,0.5083896067435859,0.6323545056503722,0.2305643838541435,0.9121144864141402,0.8760804836757585,1.0013533487134259,0.3153734223269362,0.3315392481460144,0.11086446220314171,0.6375471811272209,0.3564975312620248,0.3564919720308565,0.1359742907872736,0.6999035819894285
min,0.001,-11.264,-10.424,0.004,0.001,-5.633,-4.865,0.005,0.001,-1.083,-0.231,0.004,0.002,-6.912,-6.156,0.004,-0.003,-0.997,-0.24,0.003,-0.002,-0.906,-0.187,0.003
25%,0.619,-0.88875,-0.07075,1.296,0.5925,-0.84075,-0.05175,1.1965,0.623,-0.781,-0.0815,1.23775,0.607,-0.8392499999999999,-0.07225,1.2429999999999999,0.003,-0.639,-0.04725,0.006,0.003,-0.7525,-0.0405,0.006
50%,0.7745,-0.804,-0.0205,1.593,0.759,-0.7645,-0.002,1.534,0.698,-0.721,-0.007,1.439,0.711,-0.6915,-0.0005,1.431,0.5445,-0.56,-0.0015,1.1165,0.6665000000000001,-0.67,-0.0015,1.377
75%,0.8554999999999999,-0.643,0.00175,1.7355,0.80025,-0.59,0.0245,1.6424999999999998,0.8037500000000001,-0.60775,0.04775,1.53925,0.8274999999999999,-0.60975,0.0525,1.61675,0.69425,-0.004,0.00975,1.306,0.76375,-0.004,0.0275,1.46925
max,0.96,-0.002,0.161,12.104,0.944,-0.002,0.205,6.401,4.096,0.001,3.521,4.671,0.958,-0.002,0.348,7.668,0.935,-0.001,0.604,1.817,1.004,-0.001,0.789,1.884
