,pe11,pe12,pe13,pe14,pe15,pe16,pe11avg,pe12avg,pe13avg,pe14avg,pe15avg,pe16avg
count,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
mean,0.8150534936232617,1.0433976441845967,1.1772278668905274,0.9916788812287226,0.536105816920197,0.4369564397253474,0.5768484255010576,0.7390588783566727,0.8331300657574303,0.7013074728856105,0.3787380175708206,0.3084851407053048
std,0.5121045697508049,0.3510728820180062,0.5119494384029509,0.4117372253021443,0.4203046288156859,0.37046807217620026,0.36244810128578253,0.2479059420045828,0.3617373711272141,0.291056121307372,0.29617640607428986,0.26076530952693966
min,1.8205158863421319e-06,1.477861883334905e-06,1.9873940474822463e-06,1.382364106955756e-06,1.6105205942098406e-06,1.2080234317874093e-06,1.2953126799093158e-06,1.135023749287701e-06,1.3309536985738676e-06,9.462489445244833e-07,1.2283457112014904e-06,8.839221124929046e-07
25%,0.5365651798744213,1.0452634021229588,0.6511333276968204,0.5201421019774086,5.034048066202661e-06,3.1510211751211645e-06,0.38133296258179145,0.7458708721878222,0.46180778036743775,0.36500337618063294,3.9571921717171215e-06,2.29041604522989e-06
50%,0.5591696394693072,1.0812464547169531,1.5433489534244769,1.2627363805687897,0.6411666389428601,0.49748238338559403,0.3923138476013942,0.762335805564493,1.1025889683869408,0.9023462472894894,0.4561527418725546,0.3522307217979753
75%,1.5326544594917237,1.2663074252134905,1.5992076754416242,1.3108234052844183,0.6677342633990734,0.5208623439172159,1.1021700030614632,0.9080148329630342,1.1262214636011083,0.9254521584724238,0.4702532028820472,0.3657589324938354
max,1.6928627697660783,1.7258734200882984,1.7066696647082213,1.4122590553878176,1.8208935163293347,1.5442602856340872,1.2158675802247636,1.196330433847895,1.1862923652756039,0.9902800712334751,1.3034885965601286,1.090332103104005
