,max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
count,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,0.6349549999999999,-0.6634909999999999,-0.028536000000000006,1.2984460000000002,0.7054239999999999,-0.691489,0.013935000000000008,1.396913,0.6117870000000001,-0.619998,-0.008211,1.231785,0.603741,-0.624521,-0.02078,1.2282620000000002,0.26090199999999997,-0.279399,-0.018497,0.5403009999999999,0.26420699999999997,-0.26520900000000003,-0.0010020000000000003,0.5294159999999999
std,0.1892521475448835,0.556632400735484,0.5255985545495198,0.6442500828507927,0.5817002005735836,0.2696480631433443,0.581840800814529,0.6954363271472925,0.2932416346416165,0.3249931053338124,0.14677505713300334,0.6013978984060446,0.35949486571782563,0.6276676335587308,0.5901833545534744,0.8355178282941648,0.3315262373358134,0.6085479310484783,0.4941704649606646,0.8463309118845959,0.3349371658327216,0.3354953747303612,0.042960442218343095,0.6690549330566568
min,-0.001,-16.384,-15.721,0.003,0.0,-6.144,-5.35,0.004,-0.003,-4.321,-3.495,0.003,-0.001,-16.384,-15.578,0.003,-0.003,-16.384,-15.568,0.002,-0.001,-0.896,-0.258,0.003
25%,0.635,-0.725,-0.04325,1.2875,0.696,-0.784,-0.04,1.423,0.62475,-0.79,-0.0425,1.23875,0.636,-0.764,-0.031,1.26325,0.002,-0.62525,-0.004,0.005,0.002,-0.6285000000000001,-0.003,0.005
50%,0.6755,-0.682,-0.003,1.358,0.748,-0.749,-0.001,1.5065,0.738,-0.741,-0.002,1.51,0.726,-0.7304999999999999,-0.001,1.464,0.003,-0.004,-0.002,0.006,0.003,-0.004,-0.001,0.006
75%,0.714,-0.642,0.02725,1.4304999999999999,0.783,-0.698,0.03325,1.556,0.789,-0.636,0.03925,1.565,0.761,-0.648,0.023,1.52,0.618,-0.003,0.001,1.2192500000000002,0.62425,-0.003,0.001,1.23725
max,0.89,-0.001,0.188,17.047,16.384,-0.001,16.057,16.711,0.905,0.001,0.238,5.147,7.424,-0.001,6.672,17.19,0.909,0.001,0.21,17.2,0.903,-0.001,0.769,1.701
