,max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
count,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,0.977334,-0.988327,-0.010993000000000001,1.965661,0.9181159999999999,-0.918801,-0.0006850000000000005,1.836917,0.7022619999999999,-0.7102659999999998,-0.008004,1.412528,0.6734549999999999,-0.665043,0.008412000000000001,1.338498,0.37767999999999996,-0.381466,-0.0037860000000000003,0.7591460000000001,0.399696,-0.402896,-0.0032000000000000006,0.8025920000000001
std,0.3875915990984476,0.41566729649128326,0.14884643163748068,0.7898467179883176,0.3653413456520393,0.34363319859142566,0.14144805168798305,0.695060138914402,0.3731132600978701,0.3752255394418794,0.06860942527989312,0.7451900209902057,0.5323731521669253,0.3605039587234172,0.4081824361203666,0.8124996330150861,0.4525450127761752,0.45436763175735656,0.04669623906421954,0.9057115037427823,0.48244508168375067,0.48458615015384104,0.03850364308127908,0.9662667628522638
min,-0.002,-5.505,-4.263,0.002,0.001,-1.332,-0.24,0.004,-0.003,-1.378,-0.249,0.003,-0.001,-3.04,-1.969,0.003,-0.002,-1.357,-0.238,0.002,-0.001,-1.29,-0.218,0.003
25%,0.758,-1.272,-0.046,1.526,0.7215,-1.116,-0.042,1.42425,0.696,-0.824,-0.05,1.444,0.639,-0.7845,-0.036,1.31,0.002,-0.77,-0.004,0.005,0.002,-1.028,-0.003,0.005
50%,1.208,-1.218,-0.003,2.454,1.069,-1.072,-0.002,2.155,0.754,-0.762,-0.003,1.52,0.692,-0.691,-0.001,1.382,0.003,-0.004,-0.002,0.006,0.003,-0.004,-0.001,0.006
75%,1.264,-0.764,0.032,2.536,1.107,-0.72175,0.032,2.212,0.814,-0.70475,0.032,1.596,0.787,-0.6395,0.026,1.548,0.765,-0.004,0.0,1.53,1.0285,-0.003,0.001,2.0995
max,1.408,-0.002,0.228,6.747,4.864,-0.002,3.948,5.78,1.372,-0.001,0.571,2.697,13.312,-0.001,12.642,13.982,1.351,0.001,0.182,2.668,1.322,-0.001,0.141,2.582
