max_ch,pe11,pe12,pe13,pe14,pe15,pe16,pe11avg,pe12avg,pe13avg,pe14avg,pe15avg,pe16avg
2,18.054159445161904,28.436515881600965,17.01603337077399,10.79898389142193,9.24370763977442,8.70193411762,12.831012638081281,20.010862035485797,12.133096036586506,7.8408228225118926,6.679947809661431,6.253081601277382
2,17.71831150185981,27.48507249104035,16.966366200376758,11.250418502193837,9.615185104530424,8.841009802055106,12.75166184963689,19.814051305647734,12.13925049252629,7.91758141103178,6.761437169110603,6.281676487473798
2,18.10338140369744,27.770798667294763,17.145089890316157,11.227380221244358,9.58825323275087,8.969863776131518,12.788583410775875,19.767697036255583,12.153251671526299,7.933386300240721,6.775687097867334,6.309354128337561
2,18.36161244386451,28.458445587687013,17.25371680443569,10.974572783464493,9.34871954603012,8.852470821484724,12.769911188798805,19.788606010921676,12.011121642995368,7.7277608786113605,6.61003234031806,6.21372747844814
2,17.553614846634645,27.41895386387311,16.460809972967734,10.693521918193516,9.143813813411235,8.532626910299593,12.514290781696028,19.460736978564277,11.787965736895664,7.647609416522831,6.5622688508032025,6.116770064429218
2,17.33210879129249,26.658161698324577,16.388563638471943,10.954999847169843,9.485323781961888,8.692673151719017,12.4502920748603,19.196445895430145,11.746382366144282,7.7626497902003875,6.673443474847888,6.185431311990823
2,18.049759907238343,27.59108183073988,17.105249307747542,11.280217474258173,9.67338415532375,8.941044825846175,12.681634001201944,19.464679571198413,11.957567746667475,7.861401830146522,6.745416861769365,6.256078792650409
2,18.22630409468585,28.162821576774547,17.072238808847906,10.953056172680874,9.383889344240222,8.817384877186727,12.767663239932356,19.68875159216839,11.975653039444957,7.808295893630296,6.712588602251701,6.255449120433687
2,17.514989942913832,27.296865152181912,16.485518032364748,10.733961272106942,9.25460750168347,8.511375388214796,12.503216188748858,19.340527170583616,11.757029165149783,7.693888500894091,6.621429216831673,6.111968625759235
2,17.38806842269695,26.852650434374205,16.58556627682221,11.081326756933755,9.51683140670814,8.690210414613805,12.536381182721652,19.290435024900198,11.855839609516696,7.809061508165644,6.700175826086692,6.2050489142680245
2,18.06183605254612,27.745776389348737,17.2800060387699,11.31587336506134,9.570649834737507,8.941927809150386,12.652757263824524,19.51844910304085,12.036235986229777,7.882889685885056,6.7026291162496054,6.218157304808124
2,18.150722995545756,28.292404669061263,17.21263944690854,10.920261460129506,9.210673801962034,8.704866545519696,12.692861525043407,19.752655143284468,12.060578052545512,7.775999881041011,6.580359330824844,6.150245722323839
2,17.03452532345964,26.75925078921173,16.23500370835639,10.504462872601291,8.88346824988747,8.234069032717821,12.237892457819076,19.123330421238588,11.670705119226138,7.58330958165347,6.426872654115763,5.9668471612282845
2,16.87106549119048,26.10591471952724,16.22739050697321,10.811855026935385,9.148976395167884,8.376261760144288,12.095333047149367,18.802844395967277,11.616314969001206,7.611167359807909,6.416306121012792,5.935223371498668
2,17.537941904827434,26.997094016205917,16.832869792494538,10.98568035331528,9.270846676672946,8.607638006531088,12.293443983492804,19.01623934660362,11.78067623306969,7.662522742103846,6.468198435979812,6.02661713253704
2,17.44399660330307,27.148778323277046,16.592150957273546,10.635839493665873,8.884555202097669,8.306799884107818,12.2381334739425,19.027951160126598,11.685373644637407,7.549706162974941,6.329813297458258,5.866817775867816
2,16.65882646400143,26.0394670682862,15.863349774942751,10.39238468327784,8.823328895797983,8.076282145331199,11.91363627361147,18.548771429678524,11.39620811652201,7.4643468460696125,6.300896248943658,5.795615744753148
2,16.742624526341597,25.744635298503376,16.12633076611275,10.895635324537354,9.25523344425482,8.386791200551556,11.967213012932927,18.484319264050423,11.497895609472534,7.662633006427829,6.474588189804761,5.92384171903173
2,17.497941405161566,26.78194457577939,16.742914295914975,11.083825381174949,9.35934528908981,8.67945483332951,12.2276741125332,18.797890120099098,11.692494092344692,7.71255839100486,6.542531161065635,6.040669069868003
2,17.454198206562253,27.062708744218895,16.57276032501609,10.727882680131673,9.020541976510387,8.417254671967164,12.199380425248776,18.899579736022545,11.627207405375724,7.617494382522932,6.415518769441031,5.945972006640474
2,16.624858925082954,25.9118576202264,15.885380494923725,10.480140519006591,8.874046651757782,8.136406673588299,11.951931707545283,18.537231654261902,11.439262448350112,7.575124396601602,6.400826789923222,5.891319969413013
2,16.675839469721108,25.538001382568584,16.090550897472372,10.87845101700371,9.208706170211359,8.402461003813123,11.925756438281892,18.357771541372657,11.464481641561326,7.666924202714421,6.482207959798761,5.936400561071423
2,17.430512582999558,26.70149884605073,16.79961794286181,11.024685977974817,9.284060604682608,8.580415359851003,12.110897149910352,18.663433634309534,11.662232895346651,7.688409449601272,6.457771455322754,5.963744880316546
2,17.178229714591218,26.852214252350905,16.486037308180915,10.583531778200424,8.830995163608211,8.258298973712062,12.064440716701933,18.73965548226786,11.588654520534465,7.565892305947253,6.350439228954763,5.8720830627351415
2,16.551292334642238,25.87338689146601,15.944910195439178,10.445443014952948,8.77516790275502,8.04934458868058,11.886804972810985,18.47065505603155,11.469416738205933,7.548004259230612,6.328477764434042,5.803340793382175
2,16.752376709101505,25.748191076653047,16.265146937382703,10.89741223678214,9.166449610105268,8.394910837267158,11.962372466237948,18.468028235449648,11.577354153693552,7.65836003549416,6.423911067502738,5.9023604518313295
2,17.2676711716427,26.715316012024385,16.78272555710329,10.932635406787298,9.10823322727034,8.456553909737535,12.129747473988655,18.79813587654659,11.761367408020933,7.681763248548513,6.41368523038756,5.915983585764072
2,17.11018878074382,26.813857696029885,16.47311863331117,10.581578717766641,8.763108276226953,8.184378380156659,12.020566978913433,18.74890893449481,11.638486349672924,7.557581779002305,6.29112158802178,5.824790245300908
2,16.45039807960769,25.688085777876747,15.937015280463955,10.586658290106572,8.8436065329648,8.085263860276589,11.822221309889114,18.396945626299658,11.459450375183085,7.563515806880436,6.323007242984103,5.809135874426523
2,16.867512783845857,25.743458154676897,16.356537026332553,11.071769424208592,9.349701067345384,8.4814174842138,11.971045661476593,18.41880961454444,11.612451712213891,7.76232246870878,6.5052552930114915,5.96031715685333
2,17.513211132892543,26.80984810136988,16.943860494983536,11.193026761190614,9.423806069713692,8.65431536315414,12.17939664509417,18.734558514108123,11.777744278029452,7.8079109206723,6.547565670471543,6.018286942506849
2,17.28459051278238,26.809606048044376,16.56663767016911,10.817130816291478,9.077554245971351,8.388687016302352,12.144261563985175,18.761288394995063,11.649219108058745,7.683179012946983,6.450165013769725,5.930675907625945
2,16.793393199321073,25.879491173278904,16.12414237523176,10.842197417985435,9.20013796523367,8.358486021972395,12.04417032075874,18.51217934019714,11.577206623023127,7.765303009021202,6.559639679570032,5.994063532093153
2,17.01283054770158,25.894684354175034,16.504357055694392,11.273667974958853,9.51955856655208,8.62435693757798,12.10405579003238,18.542148849418776,11.697259223101273,7.867178472434545,6.641340477390155,6.067958475104161
2,17.57108780700696,27.00430958124301,17.029140567743717,11.268703216126779,9.400157196572119,8.726101298039206,12.263717032210065,18.87429082102115,11.84462743181,7.843260085554767,6.582907779532265,6.074391986951113
2,17.322259682725885,26.969423945357644,16.68247539081907,10.803204960373984,8.968347263155753,8.367266818596889,12.168248940094005,18.888790604660482,11.788340579540208,7.733486807640309,6.454667362161665,5.964339480764091
2,16.591420202430317,25.844387644535455,16.09141639677505,10.694128080219464,8.906794682497697,8.138640350585716,11.972455210910123,18.563133422387857,11.640677636905512,7.737111416578766,6.454334360562164,5.905827281135471
2,17.074554517732064,26.13351784310534,16.741527836807546,11.267781932457403,9.376413344165034,8.56411550440899,12.083828106200155,18.614820338194196,11.81014653846411,7.847508911230592,6.52297448151508,5.992610040980814
2,17.517813430978403,27.063541260202946,17.03478031539684,11.108686665167257,9.193006082103736,8.556726025063112,12.249580084959623,18.95738134160112,11.92929100564298,7.821106584522872,6.484405534486858,6.006026678223951
2,17.18230379043831,26.852262507583035,16.588372404871137,10.651063691434173,8.878613079620145,8.259105724717571,12.105685909715943,18.855232360317732,11.721857729401437,7.628981464847401,6.351511805591859,5.878625552262682
2,16.500471642324186,25.692241278013427,16.070152851406903,10.679606183184962,8.967388379206527,8.1697246625482,11.85558176677753,18.416137696536207,11.529836017278118,7.613404687729335,6.350356021807267,5.848847011468993
2,17.031006423202367,26.04873937359968,16.630586747560073,11.183769703109428,9.387386721343674,8.562475373230413,12.074335208595933,18.56983704720154,11.769053770217184,7.844977874144263,6.565791048969178,6.004286617701896
2,17.544890695110674,26.984292942828407,17.03406932388295,11.176025024199344,9.332418932607586,8.635239557633184,12.28874970260772,18.879545490782863,11.897799434196585,7.85733587509827,6.572764023486719,6.061742704406363
2,17.20720864624082,26.780934265440553,16.561711074670864,10.80859114634392,9.065737169940203,8.385873530481755,12.14396742886845,18.795311260574334,11.746215968667814,7.754721612598794,6.510156458158403,6.0038644311214355
2,16.731415173068818,25.858235333006927,16.214899413828253,10.964492914279493,9.208617623636037,8.374391918839821,12.011952861457148,18.497459026805377,11.627198851536484,7.800456804696272,6.563271508752162,5.9856878614501134
2,17.2704543506452,26.231815384538518,16.753643982696975,11.398524553218168,9.662641074328132,8.794351444676263,12.203169214576024,18.659303708828066,11.813778111783705,7.95211621903139,6.71041135387001,6.142469116410928
2,17.864873315558597,27.399175864990326,17.26154509205194,11.386787437311622,9.53196988395417,8.853878176910765,12.396668615380033,19.036797240626182,11.984254919692557,7.947707461348688,6.683969764646118,6.178531951050527
2,17.45161487283078,27.088978843016726,16.72355133185075,10.888967809496231,9.145819693004876,8.498915294566515,12.300442996616557,18.99587857310089,11.859511287184752,7.812217545410026,6.581291765944684,6.068403305893312
2,16.860492886082785,26.083483078652534,16.315919411867483,10.985103135883138,9.27161663715077,8.388606466481821,12.177635029755375,18.76155651677366,11.784362419300345,7.88465909381614,6.623508199579523,6.032128678936113
2,17.397989487206054,26.650845657682563,17.054051029534286,11.501459936253529,9.566507000015946,8.748330383367682,12.31570239569743,18.957397419535337,12.039172507573213,8.03152925175096,6.685419079857699,6.129761326237614
2,17.79162492494804,27.544948448257863,17.28583541634711,11.23776706936273,9.29693546204184,8.681616347123963,12.463729400711111,19.286277760222326,12.114326714014654,7.935631220536112,6.597925332374695,6.101889335215853
2,17.35923402449432,27.149036490944766,16.810568552683122,10.905130810530395,9.034818704569773,8.394537676336707,12.290753503657001,19.094812608172482,11.95426917995453,7.817911888120569,6.505297578103424,5.998866690362101
2,16.74051429051815,26.005023201647134,16.356773920593497,10.90683450253522,9.132446572923435,8.359479702690065,12.060002063530103,18.699001479668805,11.764607159716263,7.7854287296433435,6.490265217734029,5.9492504875172605
2,17.380640934347884,26.55521877795253,16.9851738938788,11.442294504800138,9.54947862080611,8.717270361023997,12.279613750083909,18.89682082645088,11.979075620354639,7.980323767668591,6.658650553138373,6.098893636437093
2,17.879616857203146,27.596179965409625,17.342177013151915,11.29784569408645,9.376859618649718,8.727768488643505,12.386133268146981,19.1469536634322,11.997856048322674,7.883446596117139,6.587538367515588,6.079501603051716
2,17.270197103865172,26.901155647079715,16.612670935286125,10.891723275229426,9.142220997992366,8.420891932378606,12.246494886719908,18.97635222843099,11.843205673887995,7.80938778516317,6.540092853986228,6.011102414015297
2,16.952086648183396,26.07389232909151,16.429311011186652,11.176781982688661,9.49599234965881,8.533156924885654,12.154697570336577,18.72673684046243,11.779429903185417,7.936839862022735,6.698591454883677,6.083514230450766
2,17.541565700326316,26.72233044033718,17.066766790462832,11.584129630955305,9.75957056724966,8.889663416329455,12.340179657906996,18.941290979205064,11.98282367104215,8.068219684841077,6.79324575395899,6.193268968173074
2,17.931120162759797,27.613980801223885,17.293888211239604,11.373031167698985,9.474247279207523,8.796439298686705,12.532633631379976,19.27072648996029,12.094262900432941,8.034890543734537,6.746890394872577,6.212573931029323
2,17.386490467953216,27.105759671865563,16.726988063936755,11.002999162080918,9.2634772280411,8.519979640835807,12.322992691517591,19.045945644965506,11.87428676261592,7.865735516087373,6.6298366090139815,6.0956563787529525
2,16.98530127128656,26.20580545455253,16.56070712441551,11.240003465876137,9.431185914663015,8.571410648118903,12.262935228928347,18.860832447506397,11.898611263888931,7.999322506518858,6.708394030387464,6.1295029236642495
2,17.63999091954191,27.029783373278043,17.266301478098406,11.59555170777717,9.666403688110382,8.85916759363644,12.436482507452242,19.118733217243694,12.100860962894378,8.094941772355293,6.744747492030603,6.193768799604642
2,18.005776636106265,27.93423839864741,17.48136943088984,11.305883269888168,9.383777693168561,8.722456001159625,12.538671815283243,19.42184042093918,12.18704151818687,7.974441982236492,6.631515263050492,6.120466857216273
2,17.36491669913709,27.229690076504482,16.806469560138524,10.911897622806068,9.088004673560842,8.351491905566975,12.35488362585193,19.2433260637938,11.994927275266102,7.868698045343472,6.561350552635292,6.001239240436831
2,17.11454782660548,26.506608199172277,16.720154466531554,11.191284410166574,9.324077199602668,8.441543554608634,12.265912762582786,19.04435467715997,11.982350896788203,7.942137804581553,6.594697711591365,6.034107445203984
2,17.764099857756296,27.308927813921485,17.42004983925654,11.53832578817713,9.627501439846501,8.832603782404425,12.497205142957831,19.32878064651877,12.208412966874757,8.058233418314842,6.6934073818524,6.15853037307451
2,18.068621716434993,28.094213683902858,17.54815948400367,11.347574548601079,9.390967873714267,8.773325213768965,12.618386604505657,19.570791618482613,12.253866555035478,7.988626172201445,6.6420281193194635,6.164807555691276
2,17.435362365462254,27.30290939676276,16.875834849785967,11.053081132978322,9.22462450797215,8.495225259080415,12.388951988960837,19.313385162706354,12.045436986986001,7.9468931884722025,6.619580424292229,6.091977707747232
2,17.256126156405124,26.630358750424854,16.850172909310228,11.438832742606648,9.623370347392875,8.725921636940695,12.422318652022245,19.166552808569183,12.097114640402605,8.102774211298147,6.80670880781199,6.190812647883531
2,18.09037493877433,27.619860546845985,17.601662026961304,11.827774463847842,9.884476150631729,9.0949576738028,12.682134884258545,19.502498500399465,12.341267512248077,8.242274556857943,6.934563856239646,6.345778592610221
2,18.484930788915822,28.485121836416095,17.755146594123154,11.603534045155756,9.715426593177522,9.076049207576599,12.836949882121669,19.796908246244868,12.397964917976328,8.182019605763035,6.840187887796538,6.339456701086471
2,17.66484882430475,27.499671844033806,16.98140920819247,11.23947817294041,9.474684396084772,8.683151489054524,12.627349200526313,19.51140797576747,12.141008781102217,8.055379714059246,6.792520989975486,6.235729463295663
2,17.5733845318948,26.994563534357688,17.03964694601334,11.53614973287381,9.75410557118666,8.833050092247694,12.583272250224129,19.376830268144463,12.185720664109054,8.167213333811587,6.870045686324188,6.286476775430796
2,18.325343331224172,28.054107422000076,17.92411900889269,11.993144956196302,10.016513080108341,9.210756935081461,12.860678168371987,19.746130467871872,12.502527108356599,8.362556997863434,7.0074454904999355,6.4013140651885925
2,18.41967403070803,28.58064848206349,17.82549877757992,11.540092826189401,9.578391926584763,8.892325628597566,12.90539231213473,19.998485409344195,12.527153993234556,8.211037803670152,6.85380282351283,6.323135936737873
2,17.70202820518754,27.81514173213753,17.17935765189208,11.201033404495835,9.312096259016647,8.588443086593392,12.610419491000354,19.67827709081276,12.266796957261871,8.07025594889772,6.740539453611595,6.188178810277189
2,17.53588854675048,27.09599803813893,17.194250636971443,11.542921920014072,9.626078869640583,8.79083148191455,12.548532529083714,19.466452748129004,12.266039046110638,8.159502559399204,6.781181677924628,6.211411474115193
2,18.230310779699593,28.04340352098682,17.852527464835084,11.748295858116075,9.790931844246629,9.01828607392602,12.788834175054888,19.78376547036408,12.48076536710225,8.215969223515646,6.847322253914502,6.291559866084862
2,18.32724852982081,28.58737553367439,17.762202582028774,11.382514363346845,9.417373085056209,8.81442876122938,12.782543370267984,19.921148160733942,12.455662050737455,8.066666127859417,6.698000418595541,6.21593443771962
2,17.667622035657804,27.6054580087344,17.074205187420933,11.208495403868772,9.349354509008153,8.635026936346936,12.601082087268185,19.618726062759055,12.24650574798483,8.045438790191222,6.715190023296388,6.171330328335381
2,17.634981011669108,27.091410992400352,17.180715602372022,11.684492657143663,9.858457789769176,8.870538083660904,12.602638453544449,19.47117055427888,12.287888119446455,8.20437753372903,6.871319530428621,6.261936126602668
2,18.393919961273863,28.178255829206716,17.925922546514865,11.950899878373544,10.027142075881239,9.209140654315455,12.88761600948511,19.84585999967452,12.524955816406548,8.324438294426178,6.974947766538242,6.401555515953476
2,18.494258776149547,28.6952172034709,17.827728027510524,11.617762808895359,9.754830765373047,9.03006174831162,12.968356173311122,20.063807847353683,12.538304508036813,8.261944476028013,6.959673530536144,6.3936557619781205
2,17.74763753676227,27.67061053274495,17.102009076453356,11.334379249878014,9.585190412856859,8.741761603691378,12.669368813089227,19.677867247360318,12.270152936960764,8.131464722480652,6.872196901796065,6.2689597934405965
2,17.818680057787713,27.36075571807997,17.30054721878162,11.758425554162828,9.944235411633636,9.033427600290992,12.811327195941102,19.683999863559013,12.382471981848987,8.321149789786144,7.042890836363793,6.427532766060849
2,18.642828638868114,28.591754956487954,18.13900340178221,12.02868400400908,10.110852398803608,9.31032410769647,13.015636909341255,20.04628269059679,12.63524624847065,8.406372427787828,7.086517688317707,6.49407164564488
2,18.625655333391823,28.99497440306542,18.011811956879935,11.623376037534738,9.682449371958072,9.018775732152898,13.021600247594739,20.20534623521896,12.59944400921208,8.2553861475693,6.895394204641568,6.37678452981821
2,17.801207819054476,27.822795199926404,17.223753019631683,11.365124354836182,9.544774005735384,8.68234291329218,12.77242063923545,19.881176264082857,12.408790624057527,8.185363172592174,6.87095710898934,6.2822875867832275
2,17.914136210687563,27.584960676085718,17.55619001149487,11.861982031573119,9.989104667033281,9.02734304502981,12.830985605526472,19.854850534937768,12.52621863160583,8.341894499836052,7.0201548790213915,6.3928503250359485
2,18.72603502045024,28.82714969480802,18.254277208530773,11.998265048221052,10.047275459606817,9.253732073120798,13.067071331505401,20.23261979257654,12.750727033830046,8.381935492286583,6.998941522739081,6.437115719769076
2,18.617833828352897,29.033380561122893,17.978951795344376,11.557278748601453,9.633082178539476,8.97770840773286,13.020636750193178,20.28734018487131,12.632093295732957,8.202249831084588,6.846405247863913,6.335030160417477
2,17.840511707604552,27.914074042056395,17.321494309717036,11.395895242603666,9.500260937095426,8.727128030646567,12.74756936743243,19.86074614977374,12.38306665012655,8.14557307163616,6.802187648614251,6.257591491198941
2,18.051597787025464,27.77899996863444,17.63641787952015,11.905199139867795,10.028746026716464,9.103846372837804,12.88871769177772,19.905539811762257,12.57202819016681,8.378465070024516,7.051666416867243,6.4273276902846055
2,18.775649877526014,28.890284639610158,18.306145039796835,12.09961466436142,10.112231929906207,9.305941641930543,13.146702974660666,20.26852555846477,12.77216527864009,8.456579259049175,7.093711336079168,6.521685924773926
2,18.658262271590708,29.05213960439775,17.962357487188616,11.653424352030097,9.724335586401763,9.04169130652512,13.083241889582855,20.279613997916822,12.639749582902384,8.298246153590206,6.961674824372291,6.415886365084913
2,17.95807867493355,27.903909298964127,17.337081991304746,11.519367994570208,9.710349053721092,8.882766378413137,12.90694225675259,19.959155550364954,12.47863977357415,8.290076776999621,6.982670860214735,6.400676063141813
